sampno,perid,y,ann_mile,tnc_veh,delivery,county,region,hh_veh,hh_size,hh_emp,charge_work,elec_acc,housing,hh_inc,gender,employ,stu,hh_drv,drive_freq,race
191126,191126.p01,0,9000.0,2,2,33,2,2,2,2,,1,2,2.0,1,2.0,3.0,2,1,6.0
191126,191126.p01,0,4000.0,2,2,33,2,2,2,2,,1,2,2.0,1,2.0,3.0,2,1,6.0
191124,191124.p02,0,10000.0,2,2,43,5,8,2,2,,1,1,6.0,2,2.0,3.0,2,1,6.0
191124,191124.p01,0,500.0,2,2,43,5,8,2,2,,1,1,6.0,1,1.0,3.0,2,1,6.0
191124,191124.p01,0,250.0,2,2,43,5,8,2,2,,1,1,6.0,1,1.0,3.0,2,1,6.0
191124,191124.p01,0,500.0,2,2,43,5,8,2,2,,1,1,6.0,1,1.0,3.0,2,1,6.0
191124,191124.p01,0,250.0,2,2,43,5,8,2,2,,1,1,6.0,1,1.0,3.0,2,1,6.0
191124,191124.p01,0,250.0,2,2,43,5,8,2,2,,1,1,6.0,1,1.0,3.0,2,1,6.0
191124,191124.p01,0,1000.0,2,2,43,5,8,2,2,,1,1,6.0,1,1.0,3.0,2,1,6.0
191124,191124.p01,0,500.0,2,2,43,5,8,2,2,,1,1,6.0,1,1.0,3.0,2,1,6.0
191146,191146.p01,0,2000.0,2,2,34,6,1,1,1,,4,1,,2,2.0,3.0,1,2,6.0
191125,191125.p02,0,10000.0,2,2,30,2,2,3,2,,,1,,1,1.0,3.0,2,1,
191125,191125.p01,1,12000.0,2,2,30,2,2,3,2,,,1,,2,1.0,3.0,2,1,6.0
191142,191142.p01,1,10000.0,2,2,19,2,2,2,2,,2,1,,2,2.0,3.0,2,1,6.0
191142,191142.p02,0,7000.0,2,2,19,2,2,2,2,,2,1,,1,2.0,3.0,2,1,6.0
191132,191132.p02,0,10000.0,2,2,19,2,2,3,2,1,1,1,6.0,2,1.0,3.0,2,1,6.0
191132,191132.p01,0,10000.0,2,2,19,2,2,3,2,1,1,1,6.0,1,1.0,3.0,2,1,6.0
191133,191133.p02,0,3000.0,2,2,1,5,3,2,2,,,1,4.0,2,2.0,3.0,2,1,3.0
191133,191133.p02,0,1200.0,2,2,1,5,3,2,2,,,1,4.0,2,2.0,3.0,2,1,3.0
191133,191133.p01,1,3000.0,2,2,1,5,3,2,2,,,1,4.0,1,1.0,3.0,2,2,3.0
191129,191129.p02,0,3000.0,2,2,19,2,2,2,2,,2,1,,2,1.0,3.0,2,1,6.0
191129,191129.p01,0,2000.0,2,2,19,2,2,2,2,,2,1,,1,2.0,3.0,2,1,6.0
191140,191140.p01,1,10000.0,2,2,19,2,2,4,3,,1,1,3.0,1,1.0,3.0,3,1,3.0
191140,191140.p02,0,10000.0,2,2,19,2,2,4,3,,1,1,3.0,2,1.0,3.0,3,1,3.0
191136,191136.p01,0,10000.0,2,2,49,5,2,2,2,,1,1,3.0,1,2.0,3.0,1,2,6.0
191136,191136.p01,0,10000.0,2,2,49,5,2,2,2,,1,1,3.0,1,2.0,3.0,1,2,6.0
191148,191148.p01,0,30000.0,2,2,54,1,4,3,2,2,1,1,4.0,2,1.0,3.0,2,1,
191148,191148.p02,0,50000.0,2,2,54,1,4,3,2,2,1,1,4.0,1,1.0,3.0,2,1,6.0
191148,191148.p02,0,50000.0,2,2,54,1,4,3,2,2,1,1,4.0,1,1.0,3.0,2,1,6.0
191148,191148.p02,0,10000.0,2,2,54,1,4,3,2,2,1,1,4.0,1,1.0,3.0,2,1,6.0
191151,191151.p01,1,2000.0,2,2,1,5,2,6,4,,,1,5.0,1,1.0,3.0,3,1,3.0
191151,191151.p02,0,40000.0,2,2,1,5,2,6,4,,,1,5.0,2,2.0,3.0,3,2,3.0
191160,191160.p02,1,8000.0,2,2,30,2,2,2,2,,1,1,6.0,2,1.0,3.0,2,1,6.0
191160,191160.p01,0,4000.0,2,2,30,2,2,2,2,,1,1,6.0,1,2.0,3.0,2,2,6.0
191150,191150.p02,0,2500.0,2,2,19,2,3,2,2,,1,1,2.0,2,1.0,3.0,2,1,6.0
191150,191150.p01,0,5000.0,2,2,19,2,3,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
191150,191150.p01,0,0.0,2,2,19,2,3,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
191162,191162.p01,0,12000.0,2,2,37,4,2,2,2,2,10,4,2.0,2,1.0,3.0,2,1,6.0
191162,191162.p02,0,20000.0,2,2,37,4,2,2,2,2,10,4,2.0,1,1.0,3.0,2,1,6.0
191167,191167.p01,0,1000.0,2,2,19,2,5,3,3,1,2,1,,1,1.0,3.0,3,1,6.0
191167,191167.p01,1,12000.0,2,2,19,2,5,3,3,1,2,1,,1,1.0,3.0,3,1,6.0
191167,191167.p01,0,2000.0,2,2,19,2,5,3,3,1,2,1,,1,1.0,3.0,3,1,6.0
191167,191167.p03,0,10000.0,2,2,19,2,5,3,3,1,2,1,,2,1.0,1.0,3,1,6.0
191167,191167.p02,0,3000.0,2,2,19,2,5,3,3,1,2,1,,2,2.0,3.0,3,1,6.0
191156,191156.p01,0,1000.0,2,2,43,5,3,3,2,,,2,5.0,1,1.0,2.0,2,1,
191156,191156.p01,1,7500.0,2,2,43,5,3,3,2,,,2,5.0,1,1.0,2.0,2,1,
191156,191156.p02,0,5000.0,2,2,43,5,3,3,2,,,2,5.0,2,1.0,3.0,2,1,
191164,191164.p01,0,10000.0,2,2,41,5,3,3,3,2,1,1,3.0,1,1.0,3.0,3,1,
191164,191164.p02,0,18000.0,2,2,41,5,3,3,3,2,1,1,3.0,1,1.0,3.0,3,1,
191164,191164.p03,0,7500.0,2,2,41,5,3,3,3,2,1,1,3.0,2,1.0,3.0,3,2,
191163,191163.p02,0,2000.0,2,2,9,6,4,2,2,,1,1,1.0,2,2.0,3.0,2,2,6.0
191163,191163.p01,0,1000.0,2,2,9,6,4,2,2,,1,1,1.0,1,2.0,3.0,2,2,6.0
191163,191163.p01,0,2000.0,2,2,9,6,4,2,2,,1,1,1.0,1,2.0,3.0,2,2,6.0
191163,191163.p01,0,1000.0,2,2,9,6,4,2,2,,1,1,1.0,1,2.0,3.0,2,2,6.0
191172,191172.p02,0,10000.0,2,2,1,5,2,2,2,,1,1,,1,1.0,3.0,2,1,
191172,191172.p01,1,15000.0,2,2,1,5,2,2,2,,1,1,,2,1.0,3.0,2,1,
191168,191168.p03,0,10000.0,2,2,37,4,4,6,3,2,,1,2.0,2,1.0,3.0,3,1,3.0
191168,191168.p03,0,1000.0,2,2,37,4,4,6,3,2,,1,2.0,2,1.0,3.0,3,1,3.0
191168,191168.p02,0,15000.0,2,2,37,4,4,6,3,2,,1,2.0,1,1.0,3.0,3,1,3.0
191168,191168.p01,0,7000.0,2,2,37,4,4,6,3,2,,1,2.0,1,1.0,3.0,3,1,6.0
191176,191176.p01,0,15000.0,2,2,40,3,1,2,2,2,1,1,1.0,2,1.0,3.0,1,1,6.0
191181,191181.p01,1,15000.0,2,2,31,6,4,3,2,,,1,4.0,2,1.0,3.0,2,1,6.0
191181,191181.p01,0,8000.0,2,2,31,6,4,3,2,,,1,4.0,2,1.0,3.0,2,1,6.0
191181,191181.p02,0,8000.0,2,2,31,6,4,3,2,,,1,4.0,1,1.0,3.0,2,1,6.0
191181,191181.p02,0,8000.0,2,2,31,6,4,3,2,,,1,4.0,1,1.0,3.0,2,1,6.0
191173,191173.p01,0,13000.0,2,2,19,2,1,3,3,2,6,6,1.0,1,1.0,3.0,1,1,3.0
191184,191184.p02,0,1300.0,2,2,42,3,3,2,2,,,4,1.0,1,1.0,3.0,2,1,1.0
191184,191184.p01,0,28000.0,1,1,42,3,3,2,2,,,4,1.0,1,1.0,3.0,2,1,1.0
191184,191184.p01,0,1000.0,2,2,42,3,3,2,2,,,4,1.0,1,1.0,3.0,2,1,1.0
191180,191180.p02,0,10000.0,2,2,36,2,4,3,3,1,10,1,1.0,2,1.0,3.0,3,1,6.0
191180,191180.p01,0,18000.0,2,2,36,2,4,3,3,1,10,1,1.0,2,1.0,3.0,3,1,6.0
191180,191180.p03,0,1000.0,2,2,36,2,4,3,3,1,10,1,1.0,1,1.0,3.0,3,1,6.0
191180,191180.p03,0,19000.0,2,2,36,2,4,3,3,1,10,1,1.0,1,1.0,3.0,3,1,6.0
191186,191186.p02,1,12000.0,2,2,30,2,2,3,2,,,5,2.0,2,2.0,3.0,2,1,6.0
191186,191186.p01,0,25000.0,2,2,30,2,2,3,2,,,5,2.0,1,1.0,3.0,2,1,6.0
191185,191185.p04,0,8000.0,2,2,33,2,5,4,4,2,2,1,2.0,2,1.0,1.0,4,1,6.0
191185,191185.p02,0,5000.0,2,2,33,2,5,4,4,2,2,1,2.0,2,2.0,3.0,4,2,6.0
191185,191185.p01,0,3000.0,2,2,33,2,5,4,4,2,2,1,2.0,1,1.0,3.0,4,1,6.0
191185,191185.p01,0,15000.0,2,2,33,2,5,4,4,2,2,1,2.0,1,1.0,3.0,4,1,6.0
191185,191185.p03,0,10000.0,2,2,33,2,5,4,4,2,2,1,2.0,1,1.0,1.0,4,1,6.0
191190,191190.p01,0,18000.0,2,2,10,1,2,4,2,,1,1,3.0,2,1.0,3.0,2,1,3.0
191190,191190.p02,0,3800.0,2,2,10,1,2,4,2,,1,1,3.0,1,2.0,3.0,2,3,3.0
191193,191193.p02,0,10000.0,2,2,19,2,3,2,2,2,1,1,3.0,2,2.0,3.0,2,1,6.0
191193,191193.p01,0,10000.0,2,2,19,2,3,2,2,2,1,1,3.0,1,1.0,3.0,2,1,6.0
191193,191193.p01,0,11000.0,2,2,19,2,3,2,2,2,1,1,3.0,1,1.0,3.0,2,1,6.0
191191,191191.p02,0,3500.0,2,2,30,2,5,4,4,,1,2,6.0,2,2.0,3.0,4,1,6.0
191191,191191.p02,0,4000.0,2,2,30,2,5,4,4,,1,2,6.0,2,2.0,3.0,4,1,6.0
191191,191191.p04,0,10000.0,2,2,30,2,5,4,4,,1,2,6.0,1,1.0,1.0,4,1,6.0
191191,191191.p03,0,8000.0,2,2,30,2,5,4,4,,1,2,6.0,1,2.0,3.0,4,1,6.0
191191,191191.p01,0,5500.0,2,2,30,2,5,4,4,,1,2,6.0,1,1.0,3.0,4,1,1.0
191198,191198.p01,0,15000.0,2,2,31,6,4,3,3,2,4,1,2.0,2,1.0,3.0,3,1,6.0
191198,191198.p03,0,16000.0,2,2,31,6,4,3,3,2,4,1,2.0,2,2.0,1.0,3,2,6.0
191198,191198.p02,0,10000.0,2,2,31,6,4,3,3,2,4,1,2.0,1,1.0,3.0,3,1,6.0
191198,191198.p02,0,100.0,2,2,31,6,4,3,3,2,4,1,2.0,1,1.0,3.0,3,1,6.0
194204,194204.p01,0,4000.0,2,2,19,2,4,2,2,2,1,1,,2,1.0,3.0,2,1,6.0
194204,194204.p01,0,2500.0,2,2,19,2,4,2,2,2,1,1,,2,1.0,3.0,2,1,6.0
194204,194204.p01,0,1000.0,2,2,19,2,4,2,2,2,1,1,,2,1.0,3.0,2,1,6.0
194204,194204.p02,0,5000.0,2,2,19,2,4,2,2,2,1,1,,1,1.0,3.0,2,1,6.0
191192,191192.p01,0,3000.0,2,2,19,2,4,4,2,,,1,5.0,1,1.0,3.0,2,2,6.0
191192,191192.p01,1,5000.0,2,2,19,2,4,4,2,,,1,5.0,1,1.0,3.0,2,2,6.0
191192,191192.p01,0,300.0,2,2,19,2,4,4,2,,,1,5.0,1,1.0,3.0,2,2,6.0
191192,191192.p02,1,5000.0,2,2,19,2,4,4,2,,,1,5.0,2,1.0,3.0,2,1,6.0
191201,191201.p01,0,3000.0,2,2,19,2,2,2,2,1,10,6,2.0,1,1.0,3.0,2,1,6.0
191201,191201.p02,0,3000.0,2,2,19,2,2,2,2,1,10,6,2.0,1,1.0,3.0,2,1,6.0
191197,191197.p02,0,15000.0,2,2,1,5,2,6,2,1,4,1,3.0,2,2.0,3.0,2,1,6.0
191197,191197.p02,0,2000.0,2,2,1,5,2,6,2,1,4,1,3.0,2,2.0,3.0,2,1,6.0
191204,191204.p01,0,5000.0,2,2,37,4,3,4,2,1,1,1,2.0,1,1.0,3.0,2,1,
191204,191204.p01,0,9000.0,2,2,37,4,3,4,2,1,1,1,2.0,1,1.0,3.0,2,1,
191204,191204.p02,0,4500.0,2,2,37,4,3,4,2,1,1,1,2.0,4,2.0,3.0,2,1,
191207,191207.p02,1,9000.0,2,2,37,4,2,4,2,,,1,3.0,1,1.0,3.0,2,1,5.0
191207,191207.p01,0,2000.0,2,2,37,4,2,4,2,,,1,3.0,2,2.0,3.0,2,1,5.0
191252,191252.p01,1,10000.0,2,2,37,4,2,1,1,1,1,1,2.0,1,1.0,3.0,1,1,6.0
191252,191252.p01,0,8000.0,2,2,37,4,2,1,1,1,1,1,2.0,1,1.0,3.0,1,1,6.0
191205,191205.p01,0,100.0,2,2,19,2,3,5,2,1,1,1,2.0,1,1.0,3.0,2,1,6.0
191205,191205.p01,0,10000.0,2,2,19,2,3,5,2,1,1,1,2.0,1,1.0,3.0,2,1,6.0
191205,191205.p02,0,15000.0,2,2,19,2,3,5,2,1,1,1,2.0,2,2.0,3.0,2,1,6.0
191211,191211.p02,1,10000.0,2,2,42,3,2,2,2,,,1,4.0,2,2.0,3.0,2,1,6.0
191211,191211.p01,0,9000.0,2,2,42,3,2,2,2,,,1,4.0,1,1.0,3.0,2,3,6.0
191210,191210.p02,0,8000.0,2,2,37,4,2,2,2,,4,1,2.0,2,2.0,3.0,2,1,6.0
191210,191210.p01,0,2000.0,2,2,37,4,2,2,2,,4,1,2.0,1,2.0,3.0,2,2,6.0
191219,191219.p03,0,1000.0,2,2,19,2,3,3,3,1,1,1,3.0,1,1.0,3.0,2,2,3.0
191219,191219.p03,0,4500.0,2,2,19,2,3,3,3,1,1,1,3.0,1,1.0,3.0,2,2,3.0
191219,191219.p01,0,7500.0,2,2,19,2,3,3,3,1,1,1,3.0,1,1.0,3.0,2,1,3.0
191225,191225.p01,1,9000.0,2,2,30,2,2,3,2,2,1,1,3.0,1,1.0,3.0,1,1,6.0
191225,191225.p01,0,3000.0,2,2,30,2,2,3,2,2,1,1,3.0,1,1.0,3.0,1,1,6.0
191232,191232.p01,1,9000.0,2,2,19,2,1,1,1,2,2,1,2.0,2,1.0,3.0,1,1,6.0
191226,191226.p01,0,8000.0,2,2,19,2,2,2,2,2,,6,4.0,1,1.0,3.0,2,1,6.0
191226,191226.p02,0,8000.0,2,2,19,2,2,2,2,2,,6,4.0,2,1.0,3.0,2,1,6.0
191229,191229.p01,0,15000.0,2,2,40,3,2,2,2,,,1,4.0,1,1.0,3.0,2,1,6.0
191229,191229.p02,1,12000.0,2,2,40,3,2,2,2,,,1,4.0,2,1.0,3.0,2,2,6.0
191227,191227.p01,0,25000.0,2,2,54,1,2,1,1,,4,1,1.0,1,1.0,3.0,1,1,6.0
191227,191227.p01,0,15000.0,2,2,54,1,2,1,1,,4,1,1.0,1,1.0,3.0,1,1,6.0
191230,191230.p01,0,12000.0,1,2,19,2,1,1,1,2,6,5,1.0,2,1.0,3.0,1,1,6.0
191237,191237.p01,1,6000.0,2,2,21,5,2,2,2,,,1,5.0,1,2.0,3.0,2,1,6.0
191237,191237.p02,1,4000.0,2,2,21,5,2,2,2,,,1,5.0,2,2.0,3.0,2,1,6.0
191246,191246.p01,0,12000.0,2,2,30,2,2,2,2,2,1,2,4.0,1,1.0,3.0,2,1,6.0
191246,191246.p02,1,17000.0,2,2,30,2,2,2,2,2,1,2,4.0,2,1.0,3.0,2,1,6.0
191234,191234.p01,0,8000.0,2,2,37,4,2,3,3,1,1,4,3.0,1,1.0,3.0,3,1,3.0
191234,191234.p02,0,3000.0,2,2,37,4,2,3,3,1,1,4,3.0,2,1.0,3.0,3,1,3.0
191260,191260.p02,0,4000.0,2,2,1,5,3,2,2,3,1,1,6.0,2,1.0,3.0,2,2,6.0
191260,191260.p01,1,10500.0,2,2,1,5,3,2,2,3,1,1,6.0,1,1.0,3.0,2,1,3.0
191260,191260.p01,0,1000.0,2,2,1,5,3,2,2,3,1,1,6.0,1,1.0,3.0,2,1,3.0
191241,191241.p02,0,10000.0,2,2,37,4,3,2,2,1,4,1,4.0,1,1.0,3.0,2,1,6.0
191241,191241.p02,0,10000.0,2,2,37,4,3,2,2,1,4,1,4.0,1,1.0,3.0,2,1,6.0
191241,191241.p01,0,15000.0,2,2,37,4,3,2,2,1,4,1,4.0,2,1.0,3.0,2,1,6.0
191243,191243.p01,1,14000.0,2,2,43,5,4,4,2,2,1,1,6.0,1,1.0,3.0,2,1,3.0
191243,191243.p01,0,2000.0,2,2,43,5,4,4,2,2,1,1,6.0,1,1.0,3.0,2,1,3.0
191243,191243.p02,0,6000.0,2,2,43,5,4,4,2,2,1,1,6.0,2,1.0,3.0,2,1,3.0
191243,191243.p02,0,12000.0,2,2,43,5,4,4,2,2,1,1,6.0,2,1.0,3.0,2,1,3.0
191242,191242.p02,1,12000.0,2,2,41,5,2,2,2,2,10,6,3.0,2,1.0,3.0,2,1,3.0
191242,191242.p01,0,12000.0,2,2,41,5,2,2,2,2,10,6,3.0,1,1.0,3.0,2,1,3.0
191240,191240.p01,1,12000.0,2,2,30,2,2,2,2,2,1,1,6.0,1,1.0,3.0,2,2,3.0
191240,191240.p02,0,1000.0,2,2,30,2,2,2,2,2,1,1,6.0,2,2.0,3.0,2,3,3.0
191253,191253.p01,0,5000.0,2,2,19,2,3,2,2,,2,1,5.0,1,1.0,3.0,2,1,6.0
191253,191253.p01,0,3000.0,2,2,19,2,3,2,2,,2,1,5.0,1,1.0,3.0,2,1,6.0
191253,191253.p02,0,5000.0,2,2,19,2,3,2,2,,2,1,5.0,1,2.0,1.0,2,1,6.0
191249,191249.p03,0,2500.0,2,2,30,2,3,3,3,,,1,5.0,1,2.0,1.0,3,3,3.0
191249,191249.p01,1,15000.0,2,2,30,2,3,3,3,,,1,5.0,1,1.0,3.0,3,1,3.0
191249,191249.p02,1,10000.0,2,2,30,2,3,3,3,,,1,5.0,2,1.0,3.0,3,1,3.0
191255,191255.p02,1,11000.0,2,2,19,2,2,4,2,2,1,6,5.0,2,1.0,3.0,2,1,3.0
191255,191255.p01,0,11000.0,2,2,19,2,2,4,2,2,1,6,5.0,1,1.0,3.0,2,1,6.0
191257,191257.p01,0,20000.0,2,2,37,4,2,2,2,2,1,2,5.0,2,1.0,3.0,2,1,6.0
191257,191257.p02,0,20000.0,2,2,37,4,2,2,2,2,1,2,5.0,1,1.0,3.0,2,1,6.0
191646,191646.p01,0,8000.0,2,2,19,2,1,2,2,,4,1,2.0,1,2.0,3.0,2,1,3.0
191263,191263.p01,0,8000.0,2,2,36,2,3,5,2,,,1,3.0,1,1.0,3.0,2,1,3.0
191263,191263.p01,1,12000.0,2,2,36,2,3,5,2,,,1,3.0,1,1.0,3.0,2,1,3.0
191263,191263.p02,1,7000.0,2,2,36,2,3,5,2,,,1,3.0,2,2.0,3.0,2,1,3.0
191347,191347.p02,0,7500.0,2,2,31,6,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,3.0
191347,191347.p01,0,10000.0,2,2,31,6,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,3.0
191269,191269.p02,0,6000.0,2,2,38,5,2,4,2,2,1,1,5.0,1,1.0,3.0,2,2,6.0
191269,191269.p01,0,4000.0,2,2,38,5,2,4,2,2,1,1,5.0,2,1.0,3.0,2,1,6.0
191271,191271.p04,0,8000.0,2,2,37,4,3,6,4,2,4,1,2.0,2,2.0,3.0,4,3,6.0
191271,191271.p03,0,10000.0,2,2,37,4,3,6,4,2,4,1,2.0,1,1.0,3.0,4,1,6.0
191271,191271.p01,0,12000.0,2,2,37,4,3,6,4,2,4,1,2.0,1,1.0,3.0,4,1,1.0
191272,191272.p01,0,5000.0,2,2,7,5,3,2,2,,1,1,2.0,1,2.0,3.0,2,1,3.0
191272,191272.p01,1,15000.0,2,2,7,5,3,2,2,,1,1,2.0,1,2.0,3.0,2,1,3.0
191272,191272.p02,0,2000.0,2,2,7,5,3,2,2,,1,1,2.0,2,2.0,3.0,2,2,3.0
191273,191273.p01,0,10000.0,2,2,19,2,2,2,2,,1,1,2.0,2,2.0,3.0,2,1,6.0
191273,191273.p02,0,13000.0,2,2,19,2,2,2,2,,1,1,2.0,1,1.0,3.0,2,1,6.0
191279,191279.p02,1,12000.0,2,2,44,3,3,2,2,2,2,1,3.0,2,2.0,3.0,2,1,6.0
191279,191279.p01,0,10000.0,2,2,44,3,3,2,2,2,2,1,3.0,1,1.0,3.0,2,1,6.0
191279,191279.p01,0,1000.0,2,2,44,3,3,2,2,2,2,1,3.0,1,1.0,3.0,2,1,6.0
191277,191277.p03,0,12000.0,2,2,30,2,3,3,3,1,4,1,5.0,2,1.0,3.0,3,1,6.0
191277,191277.p01,0,15000.0,2,2,30,2,3,3,3,1,4,1,5.0,2,1.0,3.0,3,1,6.0
191277,191277.p02,0,20000.0,2,2,30,2,3,3,3,1,4,1,5.0,2,1.0,3.0,3,1,6.0
191282,191282.p02,1,14000.0,2,2,30,2,2,3,2,,,1,4.0,2,1.0,3.0,2,1,6.0
191282,191282.p01,1,12000.0,2,2,30,2,2,3,2,,,1,4.0,1,1.0,3.0,2,1,6.0
191278,191278.p01,0,5000.0,2,2,34,6,1,3,1,,1,1,1.0,2,1.0,3.0,1,1,4.0
191283,191283.p01,0,15000.0,2,2,31,6,1,1,1,,2,5,1.0,2,2.0,3.0,1,1,6.0
191287,191287.p02,0,12000.0,2,2,34,6,3,2,2,1,1,1,5.0,1,1.0,3.0,2,1,6.0
191287,191287.p02,0,100.0,2,2,34,6,3,2,2,1,1,1,5.0,1,1.0,3.0,2,1,6.0
191287,191287.p01,0,12000.0,2,2,34,6,3,2,2,1,1,1,5.0,2,1.0,3.0,2,1,6.0
191288,191288.p02,0,2000.0,2,2,43,5,2,3,2,1,1,1,6.0,2,2.0,3.0,2,2,
191288,191288.p01,0,2000.0,2,2,43,5,2,3,2,1,1,1,6.0,1,1.0,3.0,2,1,
191293,191293.p01,0,5500.0,2,2,19,2,2,2,2,2,10,1,5.0,2,1.0,3.0,2,1,6.0
191293,191293.p02,0,2500.0,2,2,19,2,2,2,2,2,10,1,5.0,1,1.0,3.0,2,1,6.0
191291,191291.p01,1,10000.0,2,2,19,2,4,4,4,,,1,4.0,1,1.0,3.0,4,1,
191291,191291.p04,0,14000.0,2,2,19,2,4,4,4,,,1,4.0,2,1.0,1.0,4,1,
191291,191291.p02,1,12000.0,2,2,19,2,4,4,4,,,1,4.0,2,1.0,3.0,4,1,
191291,191291.p03,0,10000.0,2,2,19,2,4,4,4,,,1,4.0,1,1.0,1.0,4,1,
191289,191289.p01,0,65089.0,2,2,19,2,2,2,2,1,1,1,3.0,1,1.0,3.0,2,1,6.0
191289,191289.p02,0,34345.0,2,2,19,2,2,2,2,1,1,1,3.0,1,1.0,3.0,2,1,6.0
191292,191292.p02,0,10000.0,2,2,7,5,3,3,3,,,2,3.0,2,1.0,3.0,3,1,6.0
191292,191292.p01,1,50000.0,2,2,7,5,3,3,3,,,2,3.0,2,1.0,3.0,3,1,6.0
191292,191292.p01,1,20000.0,2,2,7,5,3,3,3,,,2,3.0,2,1.0,3.0,3,1,6.0
191290,191290.p01,0,3500.0,2,2,19,2,4,5,4,1,1,1,6.0,1,1.0,3.0,4,1,3.0
191290,191290.p01,0,200.0,2,2,19,2,4,5,4,1,1,1,6.0,1,1.0,3.0,4,1,3.0
191290,191290.p03,0,6000.0,2,2,19,2,4,5,4,1,1,1,6.0,2,2.0,3.0,4,1,3.0
191290,191290.p04,0,6000.0,2,2,19,2,4,5,4,1,1,1,6.0,2,2.0,3.0,4,2,3.0
191294,191294.p02,0,5000.0,2,2,19,2,3,3,3,,,1,,1,2.0,1.0,3,1,6.0
191294,191294.p03,1,3000.0,2,2,19,2,3,3,3,,,1,,1,2.0,3.0,3,1,6.0
191294,191294.p01,0,2000.0,2,2,19,2,3,3,3,,,1,,1,2.0,3.0,3,3,6.0
194194,194194.p01,0,4500.0,2,2,1,5,2,3,2,,10,2,3.0,2,1.0,3.0,2,2,6.0
194194,194194.p02,0,15000.0,2,2,1,5,2,3,2,,10,2,3.0,1,1.0,3.0,2,1,6.0
191295,191295.p04,0,5000.0,2,2,21,5,3,5,5,,3,2,5.0,2,1.0,3.0,5,1,3.0
191295,191295.p02,1,6000.0,2,2,21,5,3,5,5,,3,2,5.0,2,2.0,1.0,5,2,3.0
191295,191295.p01,0,6000.0,2,2,21,5,3,5,5,,3,2,5.0,2,1.0,3.0,5,1,3.0
191304,191304.p03,0,15000.0,2,2,43,5,3,4,3,,,1,,1,2.0,1.0,3,1,
191304,191304.p01,1,14000.0,2,2,43,5,3,4,3,,,1,,1,2.0,3.0,3,1,
191304,191304.p02,1,14000.0,2,2,43,5,3,4,3,,,1,,2,1.0,3.0,3,1,
191298,191298.p02,1,10000.0,2,2,19,2,2,4,2,1,2,1,3.0,1,1.0,3.0,2,1,6.0
191298,191298.p01,0,10000.0,2,2,19,2,2,4,2,1,2,1,3.0,2,1.0,3.0,2,1,3.0
191303,191303.p01,0,78000.0,2,2,19,2,2,2,2,2,2,1,3.0,1,1.0,3.0,2,1,3.0
191303,191303.p02,0,72000.0,2,2,19,2,2,2,2,2,2,1,3.0,2,1.0,3.0,2,1,3.0
191299,191299.p01,0,15000.0,2,2,34,6,2,4,2,2,1,1,3.0,1,1.0,1.0,2,1,6.0
191299,191299.p02,0,15000.0,2,2,34,6,2,4,2,2,1,1,3.0,2,1.0,3.0,2,1,6.0
191305,191305.p01,0,15000.0,2,2,17,3,1,3,1,,4,2,1.0,2,1.0,1.0,1,1,6.0
191309,191309.p01,0,100.0,2,2,31,6,2,2,2,2,1,1,2.0,2,1.0,3.0,1,2,6.0
191309,191309.p01,0,12000.0,2,2,31,6,2,2,2,2,1,1,2.0,2,1.0,3.0,1,2,6.0
191313,191313.p02,0,6000.0,2,2,21,5,4,6,3,2,2,1,3.0,2,1.0,3.0,3,1,6.0
191313,191313.p01,0,15000.0,2,2,21,5,4,6,3,2,2,1,3.0,1,1.0,3.0,3,1,6.0
191313,191313.p01,0,2500.0,2,2,21,5,4,6,3,2,2,1,3.0,1,1.0,3.0,3,1,6.0
191313,191313.p03,0,6000.0,2,2,21,5,4,6,3,2,2,1,3.0,2,1.0,1.0,3,1,6.0
191306,191306.p01,0,12000.0,2,2,19,2,2,2,1,2,3,6,3.0,1,1.0,3.0,1,1,6.0
191306,191306.p01,0,8000.0,2,2,19,2,2,2,1,2,3,6,3.0,1,1.0,3.0,1,1,6.0
191308,191308.p02,0,4000.0,2,2,44,3,2,2,2,,10,1,1.0,2,2.0,3.0,2,1,3.0
191308,191308.p01,0,5000.0,2,2,44,3,2,2,2,,10,1,1.0,1,2.0,3.0,2,1,3.0
191318,191318.p01,0,12000.0,2,2,34,6,3,3,3,,1,1,2.0,2,1.0,3.0,2,1,6.0
191318,191318.p02,0,12000.0,2,2,34,6,3,3,3,,1,1,2.0,1,1.0,3.0,2,1,6.0
191318,191318.p02,0,7000.0,2,2,34,6,3,3,3,,1,1,2.0,1,1.0,3.0,2,1,6.0
191312,191312.p02,0,15000.0,2,2,37,4,2,5,2,1,10,6,1.0,2,1.0,3.0,2,1,6.0
191312,191312.p01,0,30000.0,2,2,37,4,2,5,2,1,10,6,1.0,1,1.0,3.0,2,1,1.0
191315,191315.p03,0,5000.0,2,2,36,2,3,5,3,,2,1,2.0,2,2.0,3.0,3,1,6.0
191315,191315.p01,0,2500.0,2,2,36,2,3,5,3,,2,1,2.0,1,1.0,3.0,3,1,6.0
191315,191315.p02,0,5000.0,2,2,36,2,3,5,3,,2,1,2.0,2,1.0,3.0,3,1,6.0
