sampno,perid,y,ann_mile,tnc_veh,delivery,county,region,hh_veh,hh_size,hh_emp,charge_work,elec_acc,housing,hh_inc,gender,employ,stu,hh_drv,drive_freq,race
194101,194101.p02,0,11000.0,2,2,19,2,2,4,2,,,2,3.0,2,2.0,3.0,2,1,
194101,194101.p01,1,8000.0,2,2,19,2,2,4,2,,,2,3.0,1,1.0,3.0,2,1,
194104,194104.p02,0,10000.0,2,2,1,5,5,4,4,,,1,5.0,2,1.0,3.0,4,1,6.0
194104,194104.p04,0,5000.0,2,2,1,5,5,4,4,,,1,5.0,1,1.0,1.0,4,1,6.0
194104,194104.p04,0,5000.0,2,2,1,5,5,4,4,,,1,5.0,1,1.0,1.0,4,1,6.0
194104,194104.p01,1,7500.0,2,2,1,5,5,4,4,,,1,5.0,1,1.0,3.0,4,1,6.0
194104,194104.p03,0,12000.0,2,2,1,5,5,4,4,,,1,5.0,1,1.0,1.0,4,1,6.0
194107,194107.p01,0,8000.0,2,2,43,5,2,4,2,,,1,6.0,1,1.0,3.0,2,1,
194107,194107.p02,1,10000.0,2,2,43,5,2,4,2,,,1,6.0,2,1.0,3.0,2,1,
194113,194113.p01,0,3500.0,2,2,54,1,2,2,2,1,1,1,1.0,2,1.0,3.0,2,1,6.0
194113,194113.p02,0,6000.0,2,2,54,1,2,2,2,1,1,1,1.0,1,1.0,3.0,2,1,6.0
194115,194115.p01,0,50000.0,2,2,30,2,1,2,2,2,10,4,2.0,2,1.0,3.0,2,1,6.0
194121,194121.p01,0,15000.0,2,2,43,5,1,1,1,2,1,1,1.0,2,1.0,3.0,1,1,6.0
194118,194118.p01,1,15000.0,2,2,41,5,2,4,2,,,1,,1,1.0,3.0,2,1,
194118,194118.p02,0,15000.0,2,2,41,5,2,4,2,,,1,,2,1.0,3.0,2,1,
194126,194126.p01,1,12000.0,2,2,30,2,1,3,3,,,1,2.0,1,1.0,3.0,3,1,3.0
194133,194133.p02,0,5000.0,2,2,43,5,3,4,2,,,1,4.0,2,2.0,3.0,2,1,3.0
194133,194133.p02,0,10000.0,2,2,43,5,3,4,2,,,1,4.0,2,2.0,3.0,2,1,3.0
194133,194133.p01,1,12000.0,2,2,43,5,3,4,2,,,1,4.0,1,1.0,3.0,2,1,3.0
194135,194135.p02,0,5000.0,2,2,43,5,3,4,4,2,1,1,6.0,2,1.0,3.0,3,1,
194135,194135.p02,0,5000.0,2,2,43,5,3,4,4,2,1,1,6.0,2,1.0,3.0,3,1,
194135,194135.p01,0,5000.0,2,2,43,5,3,4,4,2,1,1,6.0,1,1.0,3.0,3,1,
194141,194141.p01,0,8000.0,2,2,37,4,1,2,2,,10,5,3.0,1,1.0,3.0,2,2,6.0
194149,194149.p01,0,1000.0,2,2,1,5,1,2,2,,,1,2.0,2,2.0,3.0,1,2,
194151,194151.p01,0,8000.0,2,2,7,5,2,1,1,,2,1,1.0,1,2.0,3.0,1,2,6.0
194151,194151.p01,0,4000.0,2,2,7,5,2,1,1,,2,1,1.0,1,2.0,3.0,1,2,6.0
194165,194165.p01,0,15000.0,2,2,50,1,1,1,1,1,1,1,2.0,2,1.0,3.0,1,1,1.0
194177,194177.p01,0,200.0,2,2,23,3,2,1,1,,,1,2.0,1,1.0,3.0,1,1,6.0
194177,194177.p01,1,6000.0,2,2,23,3,2,1,1,,,1,2.0,1,1.0,3.0,1,1,6.0
194183,194183.p02,0,6000.0,2,2,40,3,3,3,3,,3,2,1.0,1,1.0,3.0,2,1,1.0
194183,194183.p02,0,6000.0,2,2,40,3,3,3,3,,3,2,1.0,1,1.0,3.0,2,1,1.0
194183,194183.p01,0,20000.0,2,2,40,3,3,3,3,,3,2,1.0,2,1.0,3.0,2,1,1.0
194185,194185.p02,1,7500.0,2,2,19,2,1,2,2,,,5,3.0,1,1.0,3.0,2,1,6.0
194186,194186.p04,0,5000.0,2,2,36,2,4,6,5,,1,1,2.0,1,1.0,1.0,3,2,6.0
194186,194186.p02,0,10000.0,2,2,36,2,4,6,5,,1,1,2.0,1,1.0,3.0,3,1,6.0
194186,194186.p01,0,1000.0,2,2,36,2,4,6,5,,1,1,2.0,2,1.0,3.0,3,1,6.0
194186,194186.p01,0,9000.0,2,2,36,2,4,6,5,,1,1,2.0,2,1.0,3.0,3,1,6.0
194190,194190.p01,1,12000.0,2,2,34,6,3,2,2,,,1,3.0,2,1.0,3.0,2,1,6.0
194190,194190.p01,0,6000.0,2,2,34,6,3,2,2,,,1,3.0,2,1.0,3.0,2,1,6.0
194190,194190.p02,0,10000.0,2,2,34,6,3,2,2,,,1,3.0,1,1.0,3.0,2,1,6.0
194191,194191.p01,0,10000.0,2,2,43,5,1,1,1,1,10,6,3.0,2,1.0,3.0,1,2,3.0
194199,194199.p03,1,5000.0,2,2,1,5,3,3,3,,,1,5.0,1,1.0,3.0,3,1,6.0
194199,194199.p01,1,6000.0,2,2,1,5,3,3,3,,,1,5.0,1,1.0,3.0,3,1,6.0
194199,194199.p02,0,7500.0,2,2,1,5,3,3,3,,,1,5.0,2,1.0,3.0,3,1,6.0
194202,194202.p02,0,10000.0,2,2,56,2,2,2,2,,1,1,2.0,2,2.0,3.0,2,1,6.0
194202,194202.p01,0,8000.0,2,2,56,2,2,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
194206,194206.p01,0,1000.0,2,2,37,4,3,6,3,,,1,2.0,1,1.0,3.0,3,1,1.0
194206,194206.p01,0,4000.0,2,2,37,4,3,6,3,,,1,2.0,1,1.0,3.0,3,1,1.0
194206,194206.p03,1,8000.0,2,2,37,4,3,6,3,,,1,2.0,2,1.0,3.0,3,1,1.0
194216,194216.p01,0,1000.0,2,2,19,2,2,3,3,2,10,1,1.0,1,1.0,3.0,3,1,
194216,194216.p02,0,500.0,2,2,19,2,2,3,3,2,10,1,1.0,1,1.0,3.0,3,1,
194232,194232.p01,1,15000.0,2,2,30,2,1,1,1,,,6,3.0,1,1.0,3.0,1,1,6.0
194237,194237.p01,1,5000.0,2,2,56,2,2,2,2,,,1,4.0,1,1.0,3.0,2,1,6.0
194237,194237.p02,0,5000.0,2,2,56,2,2,2,2,,,1,4.0,2,1.0,3.0,2,2,6.0
194249,194249.p01,0,12000.0,2,2,19,2,2,2,2,1,1,1,4.0,2,1.0,3.0,2,1,
194249,194249.p02,0,6000.0,2,2,19,2,2,2,2,1,1,1,4.0,1,2.0,3.0,2,1,4.0
193174,193174.p02,0,7000.0,2,2,19,2,2,2,2,2,,1,3.0,2,1.0,3.0,2,1,3.0
193174,193174.p01,0,12000.0,2,2,19,2,2,2,2,2,,1,3.0,1,1.0,3.0,2,1,3.0
193187,193187.p01,0,3600.0,2,2,43,5,1,1,1,,1,1,2.0,1,2.0,3.0,1,1,6.0
193176,193176.p01,0,6999.0,2,2,19,2,1,1,1,,10,1,1.0,2,2.0,3.0,1,2,6.0
193197,193197.p01,0,11000.0,2,2,19,2,1,1,1,2,2,1,2.0,1,1.0,3.0,1,1,4.0
193232,193232.p01,1,9000.0,2,2,19,2,4,2,2,,,1,2.0,2,1.0,3.0,2,1,6.0
193232,193232.p01,0,1000.0,2,2,19,2,4,2,2,,,1,2.0,2,1.0,3.0,2,1,6.0
193232,193232.p02,1,18000.0,2,2,19,2,4,2,2,,,1,2.0,1,1.0,3.0,2,1,6.0
193232,193232.p02,0,1000.0,2,2,19,2,4,2,2,,,1,2.0,1,1.0,3.0,2,1,6.0
193206,193206.p01,0,26000.0,2,2,19,2,1,2,2,,1,1,3.0,2,2.0,3.0,2,1,6.0
193238,193238.p01,0,12000.0,2,2,1,5,1,1,1,2,10,6,3.0,1,1.0,3.0,1,1,6.0
193263,193263.p01,0,3000.0,2,2,19,2,1,1,1,,,6,,2,1.0,3.0,1,2,
193273,193273.p01,0,12000.0,2,2,31,6,1,3,3,1,,1,1.0,2,1.0,3.0,2,1,6.0
193287,193287.p01,0,2000.0,2,2,33,2,2,2,2,,1,1,3.0,1,2.0,3.0,2,2,6.0
193287,193287.p02,0,8000.0,2,2,33,2,2,2,2,,1,1,3.0,1,1.0,3.0,2,1,6.0
193290,193290.p01,0,14000.0,2,2,48,5,2,3,2,2,3,1,5.0,1,1.0,3.0,2,1,6.0
193290,193290.p02,0,12000.0,2,2,48,5,2,3,2,2,3,1,5.0,2,1.0,3.0,2,2,6.0
193313,193313.p03,0,20000.0,2,2,19,2,3,3,3,,10,1,2.0,2,2.0,3.0,3,2,6.0
193313,193313.p01,0,20000.0,2,2,19,2,3,3,3,,10,1,2.0,2,1.0,3.0,3,2,6.0
193313,193313.p02,0,50000.0,2,2,19,2,3,3,3,,10,1,2.0,2,1.0,3.0,3,1,6.0
193311,193311.p02,0,1000.0,2,2,39,1,4,3,3,1,1,1,1.0,1,2.0,3.0,3,1,6.0
193311,193311.p02,0,1000.0,2,2,39,1,4,3,3,1,1,1,1.0,1,2.0,3.0,3,1,6.0
193311,193311.p01,0,7000.0,2,2,39,1,4,3,3,1,1,1,1.0,2,1.0,1.0,3,3,6.0
193311,193311.p03,0,20000.0,2,2,39,1,4,3,3,1,1,1,1.0,2,1.0,3.0,3,1,6.0
193323,193323.p02,0,2000.0,2,2,34,6,3,2,2,,,1,2.0,2,2.0,3.0,2,3,6.0
193323,193323.p01,0,1000.0,2,2,34,6,3,2,2,,,1,2.0,1,2.0,3.0,2,1,6.0
193323,193323.p01,1,3000.0,2,2,34,6,3,2,2,,,1,2.0,1,2.0,3.0,2,1,6.0
193326,193326.p01,0,7000.0,2,2,34,6,1,1,1,,1,1,1.0,2,1.0,3.0,1,1,6.0
193350,193350.p01,0,15000.0,2,2,29,3,2,1,1,,4,1,2.0,2,2.0,3.0,1,2,6.0
193350,193350.p01,0,2000.0,2,2,29,3,2,1,1,,4,1,2.0,2,2.0,3.0,1,2,6.0
193348,193348.p01,0,10000.0,1,1,19,2,2,3,2,,2,2,2.0,2,1.0,3.0,2,1,4.0
193348,193348.p02,0,10000.0,2,2,19,2,2,3,2,,2,2,2.0,1,1.0,3.0,2,1,6.0
193365,193365.p01,0,12000.0,2,2,56,2,1,1,1,2,10,6,2.0,1,1.0,3.0,1,1,6.0
193378,193378.p02,0,25000.0,2,2,43,5,2,2,2,,1,1,3.0,1,2.0,3.0,2,1,6.0
193378,193378.p01,0,10000.0,2,2,43,5,2,2,2,,1,1,3.0,2,2.0,3.0,2,2,6.0
193453,193453.p01,0,15000.0,2,2,36,2,2,6,2,,1,1,2.0,2,1.0,3.0,2,1,6.0
193453,193453.p02,0,20000.0,2,2,36,2,2,6,2,,1,1,2.0,1,1.0,3.0,2,1,6.0
193431,193431.p01,0,10125.0,2,2,19,2,1,2,2,,10,6,3.0,1,2.0,3.0,2,1,6.0
193433,193433.p01,0,5000.0,2,2,19,2,1,1,1,,6,6,1.0,1,1.0,3.0,1,1,6.0
193441,193441.p01,0,0.0,2,2,19,2,1,1,1,,1,1,1.0,1,1.0,3.0,1,1,3.0
193481,193481.p02,0,8000.0,2,2,19,2,3,3,3,,2,2,6.0,2,1.0,3.0,3,1,6.0
193481,193481.p01,0,8000.0,2,2,19,2,3,3,3,,2,2,6.0,1,2.0,3.0,3,1,6.0
193481,193481.p03,0,12000.0,2,2,19,2,3,3,3,,2,2,6.0,1,1.0,3.0,3,1,6.0
193494,193494.p03,0,7000.0,2,2,15,1,4,4,4,2,1,1,1.0,1,1.0,3.0,3,1,6.0
193494,193494.p03,0,8000.0,2,2,15,1,4,4,4,2,1,1,1.0,1,1.0,3.0,3,1,6.0
193494,193494.p01,0,7000.0,2,2,15,1,4,4,4,2,1,1,1.0,2,1.0,1.0,3,1,6.0
193494,193494.p02,0,8500.0,2,2,15,1,4,4,4,2,1,1,1.0,2,1.0,3.0,3,1,6.0
193485,193485.p01,0,10000.0,2,2,19,2,2,2,2,,2,1,3.0,2,2.0,3.0,2,1,6.0
193485,193485.p02,0,12000.0,2,2,19,2,2,2,2,,2,1,3.0,1,1.0,3.0,2,1,6.0
193503,193503.p02,0,100.0,2,2,19,2,2,2,2,2,1,2,2.0,2,1.0,3.0,2,2,6.0
193503,193503.p02,0,9000.0,2,2,19,2,2,2,2,2,1,2,2.0,2,1.0,3.0,2,2,6.0
193532,193532.p01,0,12500.0,2,2,44,3,1,1,1,2,10,4,1.0,2,1.0,3.0,1,1,6.0
193514,193514.p01,0,4000.0,2,2,30,2,1,1,1,,1,1,2.0,2,2.0,3.0,1,1,6.0
193553,193553.p03,0,700.0,2,2,37,4,2,3,3,,1,1,2.0,1,1.0,3.0,3,2,6.0
193553,193553.p02,0,2000.0,2,2,37,4,2,3,3,,1,1,2.0,1,2.0,3.0,3,2,6.0
193508,193508.p01,0,22000.0,2,2,42,3,1,3,1,2,3,1,2.0,2,1.0,3.0,1,1,6.0
193551,193551.p01,0,10000.0,2,2,19,2,2,2,2,,1,1,,2,2.0,3.0,2,1,6.0
193551,193551.p02,0,10000.0,2,2,19,2,2,2,2,,1,1,,1,2.0,3.0,2,1,6.0
193603,193603.p02,0,7500.0,2,2,27,3,2,2,2,,1,1,1.0,2,2.0,3.0,2,1,6.0
193603,193603.p02,0,2500.0,2,2,27,3,2,2,2,,1,1,1.0,2,2.0,3.0,2,1,6.0
193599,193599.p02,0,0.0,2,2,36,2,3,2,2,,10,1,3.0,1,2.0,3.0,2,1,6.0
193599,193599.p02,0,10000.0,2,2,36,2,3,2,2,,10,1,3.0,1,2.0,3.0,2,1,6.0
193599,193599.p02,0,500.0,2,2,36,2,3,2,2,,10,1,3.0,1,2.0,3.0,2,1,6.0
193593,193593.p02,0,200.0,2,2,37,4,2,2,2,,1,1,2.0,1,2.0,3.0,2,2,6.0
193593,193593.p01,0,500.0,2,2,37,4,2,2,2,,1,1,2.0,2,2.0,3.0,2,2,6.0
193591,193591.p02,0,7500.0,2,2,30,2,2,2,2,1,1,4,4.0,1,1.0,3.0,2,1,6.0
193591,193591.p01,0,3000.0,2,2,30,2,2,2,2,1,1,4,4.0,2,1.0,3.0,2,2,6.0
193602,193602.p01,0,12000.0,2,2,56,2,2,2,2,,3,3,2.0,2,2.0,3.0,2,1,6.0
193602,193602.p02,0,10000.0,2,2,56,2,2,2,2,,3,3,2.0,1,2.0,3.0,2,1,6.0
193586,193586.p01,0,10000.0,2,2,19,2,2,3,3,,,1,1.0,1,2.0,1.0,2,2,3.0
193586,193586.p02,0,10000.0,2,2,19,2,2,3,3,,,1,1.0,1,2.0,3.0,2,2,3.0
193595,193595.p01,0,233.0,1,1,33,2,4,2,2,,,5,,2,1.0,1.0,1,1,3.0
193595,193595.p01,0,2.0,1,1,33,2,4,2,2,,,5,,2,1.0,1.0,1,1,3.0
193595,193595.p01,0,2323.0,1,1,33,2,4,2,2,,,5,,2,1.0,1.0,1,1,3.0
193595,193595.p01,0,32.0,1,2,33,2,4,2,2,,,5,,2,1.0,1.0,1,1,3.0
193622,193622.p01,0,4500.0,2,2,19,2,1,1,1,,3,1,1.0,2,2.0,3.0,1,1,6.0
193623,193623.p01,0,500.0,2,2,30,2,2,2,2,,2,1,2.0,2,2.0,3.0,2,1,6.0
193623,193623.p02,0,1200.0,2,2,30,2,2,2,2,,2,1,2.0,1,2.0,3.0,2,1,6.0
193745,193745.p01,0,1333.0,2,2,19,2,1,1,1,,3,6,1.0,2,2.0,3.0,1,2,6.0
193625,193625.p01,0,17000.0,2,2,19,2,1,1,1,2,1,1,2.0,1,1.0,3.0,1,1,3.0
193673,193673.p01,0,10000.0,2,2,33,2,1,2,2,,1,1,1.0,2,1.0,3.0,2,1,6.0
193663,193663.p02,0,15000.0,2,2,19,2,4,3,2,1,1,1,,1,1.0,3.0,2,1,6.0
193663,193663.p02,0,4000.0,2,2,19,2,4,3,2,1,1,1,,1,1.0,3.0,2,1,6.0
193663,193663.p01,0,18000.0,2,2,19,2,4,3,2,1,1,1,,2,1.0,3.0,2,1,6.0
193663,193663.p01,0,10000.0,2,2,19,2,4,3,2,1,1,1,,2,1.0,3.0,2,1,6.0
193701,193701.p01,0,10000.0,2,2,48,5,2,5,2,,1,1,3.0,1,2.0,3.0,2,1,6.0
193701,193701.p02,0,12000.0,2,2,48,5,2,5,2,,1,1,3.0,2,2.0,3.0,2,1,6.0
193779,193779.p04,0,10000.0,2,2,34,6,3,4,4,2,10,1,1.0,2,2.0,3.0,4,2,3.0
193779,193779.p01,0,25000.0,2,2,34,6,3,4,4,2,10,1,1.0,2,1.0,3.0,4,1,3.0
193779,193779.p02,0,10000.0,2,2,34,6,3,4,4,2,10,1,1.0,2,2.0,3.0,4,2,3.0
193687,193687.p01,1,12000.0,2,2,37,4,2,4,2,,,1,4.0,2,1.0,3.0,2,1,6.0
193687,193687.p02,1,12000.0,2,2,37,4,2,4,2,,,1,4.0,1,1.0,3.0,2,1,6.0
193707,193707.p02,0,5000.0,2,2,33,2,2,2,2,,1,1,,1,1.0,3.0,2,1,3.0
193707,193707.p01,0,10000.0,2,2,33,2,2,2,2,,1,1,,1,2.0,3.0,2,1,6.0
193730,193730.p01,0,7000.0,2,2,37,4,2,2,2,,1,1,5.0,1,2.0,3.0,2,2,6.0
193730,193730.p02,0,6000.0,2,2,37,4,2,2,2,,1,1,5.0,2,2.0,3.0,2,2,6.0
193708,193708.p02,0,3000.0,2,2,30,2,2,2,2,,1,1,2.0,2,2.0,3.0,2,2,6.0
193708,193708.p01,0,3500.0,2,2,30,2,2,2,2,,1,1,2.0,1,2.0,3.0,2,2,6.0
193723,193723.p01,0,20000.0,2,2,36,2,2,1,1,2,10,4,2.0,1,1.0,3.0,1,1,2.0
193723,193723.p01,0,5000.0,2,2,36,2,2,1,1,2,10,4,2.0,1,1.0,3.0,1,1,2.0
193734,193734.p02,1,10000.0,2,2,37,4,2,2,2,,,1,4.0,1,1.0,3.0,2,1,6.0
193734,193734.p01,0,7000.0,2,2,37,4,2,2,2,,,1,4.0,2,1.0,3.0,2,1,6.0
193747,193747.p01,0,1000.0,2,2,37,4,1,1,1,,10,2,2.0,2,2.0,3.0,1,2,4.0
193755,193755.p01,0,45000.0,2,2,38,5,1,4,2,1,5,1,2.0,1,1.0,3.0,1,1,6.0
193753,193753.p02,0,3000.0,2,2,42,3,2,2,2,,4,1,,2,2.0,3.0,2,1,6.0
193753,193753.p01,0,5000.0,2,2,42,3,2,2,2,,4,1,,1,1.0,3.0,2,1,6.0
193778,193778.p01,0,6000.0,2,2,19,2,2,2,2,1,6,5,,2,1.0,3.0,2,1,3.0
193778,193778.p02,0,7000.0,2,2,19,2,2,2,2,1,6,5,,1,1.0,3.0,2,1,6.0
193798,193798.p01,0,5000.0,2,2,33,2,1,2,2,,,6,1.0,1,2.0,3.0,2,2,6.0
193799,193799.p01,0,1000.0,2,2,7,5,3,4,4,,1,1,6.0,1,2.0,3.0,3,1,6.0
193799,193799.p01,0,14000.0,2,2,7,5,3,4,4,,1,1,6.0,1,2.0,3.0,3,1,6.0
193799,193799.p03,0,4000.0,2,2,7,5,3,4,4,,1,1,6.0,1,1.0,3.0,3,1,3.0
193815,193815.p02,0,25000.0,2,2,33,2,3,2,2,2,1,1,4.0,1,1.0,3.0,2,1,6.0
193815,193815.p01,0,6000.0,2,2,33,2,3,2,2,2,1,1,4.0,2,1.0,3.0,2,1,6.0
193815,193815.p01,0,6000.0,2,2,33,2,3,2,2,2,1,1,4.0,2,1.0,3.0,2,1,6.0
193826,193826.p01,0,5000.0,2,2,19,2,1,1,1,,2,1,2.0,1,2.0,3.0,1,1,6.0
193829,193829.p01,0,7500.0,2,2,36,2,1,1,1,,1,1,1.0,1,2.0,3.0,1,1,6.0
193841,193841.p02,0,6000.0,2,2,48,5,2,2,2,1,1,1,2.0,1,2.0,3.0,2,2,3.0
193841,193841.p01,0,6000.0,2,2,48,5,2,2,2,1,1,1,2.0,2,1.0,3.0,2,1,3.0
193872,193872.p01,0,1500.0,2,2,1,5,2,2,2,,1,1,2.0,2,2.0,3.0,2,2,6.0
193872,193872.p02,0,7000.0,2,2,1,5,2,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
193892,193892.p02,0,5000.0,2,2,37,4,3,3,3,2,10,6,3.0,1,1.0,3.0,2,1,6.0
193892,193892.p02,0,12000.0,2,2,37,4,3,3,3,2,10,6,3.0,1,1.0,3.0,2,1,6.0
193892,193892.p01,0,25000.0,2,2,37,4,3,3,3,2,10,6,3.0,2,1.0,3.0,2,1,6.0
193902,193902.p02,0,100.0,2,2,1,5,3,3,3,2,4,1,2.0,1,1.0,3.0,1,1,6.0
193902,193902.p02,0,400.0,2,2,1,5,3,3,3,2,4,1,2.0,1,1.0,3.0,1,1,6.0
193902,193902.p02,0,300.0,2,2,1,5,3,3,3,2,4,1,2.0,1,1.0,3.0,1,1,6.0
194084,194084.p02,0,4000.0,2,2,36,2,1,2,2,,3,3,2.0,2,1.0,3.0,2,1,6.0
193925,193925.p01,0,9000.0,2,2,1,5,1,1,1,2,10,5,2.0,1,1.0,3.0,1,1,4.0
193926,193926.p01,0,12000.0,2,2,31,6,2,4,4,,1,1,3.0,2,2.0,3.0,4,1,6.0
193926,193926.p02,0,5000.0,2,2,31,6,2,4,4,,1,1,3.0,1,2.0,3.0,4,2,6.0
193928,193928.p01,0,3500.0,2,2,19,2,1,1,1,2,10,1,1.0,1,1.0,3.0,1,1,6.0
193931,193931.p01,1,44000.0,2,2,19,2,2,4,2,,,1,5.0,1,1.0,3.0,2,1,3.0
193931,193931.p02,1,7000.0,2,2,19,2,2,4,2,,,1,5.0,2,2.0,3.0,2,2,3.0
193935,193935.p02,0,12000.0,2,2,33,2,1,2,2,,1,1,1.0,2,1.0,3.0,1,1,1.0
193018,193018.p02,0,50000.0,2,2,33,2,2,3,3,2,1,1,2.0,1,1.0,3.0,2,1,6.0
193018,193018.p01,0,100000.0,2,2,33,2,2,3,3,2,1,1,2.0,2,1.0,3.0,2,1,6.0
193010,193010.p01,0,5000.0,2,2,50,1,2,2,2,,2,1,3.0,2,2.0,3.0,2,2,6.0
193010,193010.p02,0,15000.0,2,2,50,1,2,2,2,,2,1,3.0,1,2.0,3.0,2,1,6.0
193007,193007.p01,0,15000.0,2,2,19,2,1,1,1,,,1,,4,1.0,3.0,1,1,
193008,193008.p01,0,25000.0,2,2,43,5,2,4,2,1,1,1,2.0,1,1.0,3.0,2,1,3.0
193008,193008.p02,0,15000.0,2,2,43,5,2,4,2,1,1,1,2.0,2,2.0,3.0,2,1,3.0
193033,193033.p02,0,6000.0,2,2,33,2,2,2,2,,10,1,2.0,1,2.0,3.0,2,1,6.0
193033,193033.p01,0,10500.0,2,2,33,2,2,2,2,,10,1,2.0,2,2.0,3.0,2,2,6.0
193028,193028.p01,0,6500.0,2,2,19,2,2,2,2,,1,1,3.0,2,2.0,3.0,2,1,6.0
193028,193028.p02,0,4000.0,2,2,19,2,2,2,2,,1,1,3.0,1,1.0,3.0,2,1,6.0
193031,193031.p01,0,5000.0,2,2,57,6,2,1,1,,3,1,3.0,1,2.0,3.0,1,2,6.0
193031,193031.p01,0,3500.0,2,2,57,6,2,1,1,,3,1,3.0,1,2.0,3.0,1,2,6.0
193038,193038.p01,0,7000.0,2,2,36,2,2,2,2,,1,1,2.0,2,2.0,3.0,2,1,6.0
193038,193038.p02,0,2000.0,2,2,36,2,2,2,2,,1,1,2.0,2,2.0,3.0,2,1,6.0
193043,193043.p03,0,10000.0,2,2,10,1,4,4,4,2,1,1,,2,1.0,3.0,4,1,6.0
193043,193043.p01,0,10000.0,2,2,10,1,4,4,4,2,1,1,,1,1.0,3.0,4,1,6.0
193043,193043.p04,0,12000.0,2,2,10,1,4,4,4,2,1,1,,1,1.0,3.0,4,1,6.0
193043,193043.p02,0,10000.0,2,2,10,1,4,4,4,2,1,1,,2,1.0,3.0,4,1,6.0
193062,193062.p01,0,8000.0,2,2,44,3,2,2,2,,1,2,5.0,2,2.0,3.0,2,1,6.0
193062,193062.p02,0,4000.0,2,2,44,3,2,2,2,,1,2,5.0,1,2.0,3.0,2,2,6.0
193066,193066.p02,0,7000.0,2,2,7,5,2,2,2,2,,2,2.0,2,2.0,3.0,2,1,6.0
193066,193066.p01,0,8000.0,2,2,7,5,2,2,2,2,,2,2.0,1,1.0,3.0,2,2,6.0
193091,193091.p01,0,15000.0,2,2,30,2,2,2,2,,1,1,2.0,2,1.0,3.0,2,2,6.0
193091,193091.p02,0,20000.0,2,2,30,2,2,2,2,,1,1,2.0,1,1.0,3.0,2,1,6.0
193070,193070.p01,0,7500.0,2,2,19,2,1,2,2,,1,1,3.0,1,1.0,3.0,2,1,6.0
193082,193082.p01,0,10000.0,2,2,34,6,1,1,1,,4,1,2.0,2,1.0,3.0,1,1,6.0
193073,193073.p01,0,10000.0,2,2,15,1,1,1,1,,10,1,2.0,3,1.0,3.0,1,1,6.0
193085,193085.p01,0,8000.0,2,2,9,6,1,1,1,,1,1,2.0,2,1.0,3.0,1,1,6.0
193090,193090.p01,0,5000.0,2,2,30,2,1,1,1,,1,2,2.0,2,2.0,3.0,1,1,6.0
193099,193099.p01,0,1000.0,2,2,19,2,1,1,1,,1,1,1.0,2,1.0,3.0,1,2,6.0
193101,193101.p02,0,40000.0,2,2,34,6,2,2,2,2,1,1,6.0,1,1.0,3.0,2,1,6.0
193101,193101.p01,0,20000.0,2,2,34,6,2,2,2,2,1,1,6.0,2,1.0,3.0,2,1,6.0
193106,193106.p01,0,10000.0,2,2,37,4,1,1,1,,10,6,5.0,2,1.0,3.0,1,1,6.0
193112,193112.p01,0,3500.0,2,2,37,4,1,1,1,,,5,1.0,2,2.0,3.0,1,1,6.0
193107,193107.p01,0,10000.0,2,2,40,3,2,3,2,,4,1,2.0,1,2.0,3.0,2,1,6.0
193107,193107.p02,0,2000.0,2,2,40,3,2,3,2,,4,1,2.0,2,2.0,3.0,2,1,6.0
193110,193110.p01,0,1000.0,2,2,9,6,2,2,2,,1,1,4.0,2,2.0,3.0,2,2,6.0
193110,193110.p01,0,1000.0,2,2,9,6,2,2,2,,1,1,4.0,2,2.0,3.0,2,2,6.0
193123,193123.p01,0,10000.0,2,2,33,2,1,1,1,2,1,1,2.0,2,1.0,3.0,1,1,6.0
193137,193137.p01,1,15000.0,2,2,37,4,1,3,2,,,1,2.0,2,1.0,3.0,2,1,6.0
193152,193152.p02,0,5000.0,2,2,42,3,2,2,2,,1,1,2.0,2,2.0,3.0,2,1,6.0
193152,193152.p01,0,5000.0,2,2,42,3,2,2,2,,1,1,2.0,1,2.0,3.0,2,2,6.0
193181,193181.p03,0,3000.0,2,2,56,2,3,3,3,,1,1,3.0,1,1.0,3.0,3,3,6.0
193181,193181.p01,0,35000.0,2,2,56,2,3,3,3,,1,1,3.0,2,2.0,3.0,3,1,6.0
193181,193181.p02,0,20000.0,2,2,56,2,3,3,3,,1,1,3.0,2,1.0,3.0,3,1,6.0
193143,193143.p01,0,10000.0,2,2,30,2,2,2,2,2,1,4,3.0,2,1.0,3.0,2,1,6.0
193143,193143.p02,0,30000.0,2,2,30,2,2,2,2,2,1,4,3.0,1,2.0,3.0,2,1,6.0
193147,193147.p01,0,1.0,2,1,57,6,3,2,1,,,4,1.0,2,1.0,1.0,1,2,3.0
193147,193147.p01,0,2.0,2,2,57,6,3,2,1,,,4,1.0,2,1.0,1.0,1,2,3.0
193147,193147.p01,1,3000.0,1,1,57,6,3,2,1,,,4,1.0,2,1.0,1.0,1,2,3.0
193155,193155.p01,0,5000.0,2,2,30,2,1,1,1,,1,1,2.0,2,2.0,3.0,1,1,6.0
193163,193163.p01,0,4000.0,2,2,41,5,2,2,2,,1,1,2.0,2,2.0,3.0,2,1,6.0
193163,193163.p02,0,7000.0,2,2,41,5,2,2,2,,1,1,2.0,1,2.0,3.0,2,1,6.0
193168,193168.p01,0,8000.0,2,2,19,2,2,2,2,,1,1,4.0,1,2.0,2.0,2,1,6.0
