sampno,vehno,vehicle_num,num_hh_vehicles,year,make,make_other,make_clean,model,model_other,model_clean,fuel,fuel_clean,veh_type,veh_type_clean,vehicle_status,flag_hev,flag_phev,flag_fcev,flag_bev,obtain,company_car,current_acquired_year,current_acquired_month,annual_mileage,electric_percent,tnc_veh,tnc_miles,delivery,delivery_miles,mpg,replace_intent,current_primary_driver,primary_driver_id,company_acquired_year,fuel_pay,personal_miles,business_miles,company_primary_driver,company_primary_driver_id,other_drivers,behavior_1,behavior_2,behavior_3,behavior_4,behavior_5
190395,3,3,3,1980,FORD, ,FORD,,,,1,1,13,13,3,0,0,0,0,3, ,2006, ,1500, ,2, ,2, ,15,6,1,190395.p01, , , , , , , , , , , , 
190393,1,1,2,2013,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,3, ,2016, ,5000, ,2, ,2, ,33,3,1,190393.p01, , , , , , , , , , , , 
190399,2,2,2,2013,LINCOLN, ,LINCOLN,,,,1,1,3,3, ,0,0,0,0,1, ,2013, ,5000, ,2, ,2, ,40,3,1,190399.p01, , , , , , , , , , , , 
190402,3,3,3,2004,VOLVO, ,VOLVO,,,,1,1,6,6, ,0,0,0,0,3, , , , , , , , , , , ,1,190402.p01, , , , , , , , , , , , 
190401,2,2,2,2010,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2010, ,3000, ,2, ,2, ,20,5,2,190401.p02, , , , , , , , , , , , 
190440,1,1,2,2003,SUZUKI, ,SUZUKI,,,,1,1,1,1, ,0,0,0,0,3, ,2018,12,150, ,2, ,2, ,30,3,1,190440.p01, , , , , , , , , , , , 
190411,1,1,1,2016,SUBARU, ,SUBARU,,,,1,1,3,3, ,0,0,0,0,1, ,2016, ,6000, ,2, ,2, ,30,3,1,190411.p01, , , , , , , , , , , , 
190414,1,1,2,2016,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,1, ,2017, ,5000, ,2, ,2, ,40,5,1,190414.p01, , , , , , , , , , , , 
190458,1,1,3,2006,BMW, ,BMW,,,,1,1,1,1, ,0,0,0,0,3, ,2012, ,12000, ,2, ,2, ,25,2,2,190458.p02, , , , , , , , , , , , 
190418,2,2,2,2005,SATURN, ,SATURN,,,,1,1,2,2, ,0,0,0,0,3, ,2018,4,12000, ,2, ,2, ,23,2,1,190418.p01, , , , , , , , , , , , 
190421,3,3,3,2016,MAZDA, ,MAZDA,,,,1,1,5,5, ,0,0,0,0,3, ,2019,5,2000, ,2, ,2, ,28,4,1,190421.p01, , , , , , , , , , , , 
190419,1,1,3,2000,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,3, ,2006, ,5500, ,2, ,2, ,17,3,3,190419.p03, , , , , , , , , , , , 
190429,3,3,3,2013,HONDA, ,HONDA,,,,2,2,1,1, ,1,0,0,0,3, ,2018,12,24000, ,2, ,2, ,44,3,3,190429.p03, , , , , , , , , , , , 
190423,2,2,3,2006,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,1, ,2006, ,2000, ,2, ,2, ,24,6,1,190423.p01, , , , , , , , , , , , 
190424,3,3,4,2007,MAZDA, ,MAZDA,,,,1,1,5,5, ,0,0,0,0,3, ,2018,6,1000, ,2, ,2, ,20,2,1,190424.p01, , , , , , , , , , , , 
190425,1,1,2,2000,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,3, ,2012, ,5000, ,2, ,2, ,14,3,1,190425.p01, , , , , , , , , , , , 
190426,3,3,4,2017,HONDA, ,HONDA,,,,6,6,3,3, ,0,0,1,0,2, ,2018,2,15000, ,2, ,2, ,67,2,1,190426.p01, , , , , , , , , , , , 
190433,2,2,2,2017,FORD, ,FORD,,,,1,1,8,8, ,0,0,0,0,3, ,2018,12,10000, ,2, ,2, ,25,3,1,190433.p01, , , , , , , , , , , , 
190434,1,1,2,2017,CHEVROLET, ,CHEVROLET,,,,5,5,2,2, ,0,0,0,1,2, ,2017, ,14000, ,2, ,2, ,100,2,1,190434.p01, , , , , , , , , , , , 
190498,2,2,3,2012,HONDA, ,HONDA,,,,1,1,1,1, ,0,0,0,0,3, ,2014, ,7500, ,2, ,2, ,32,3,2,190498.p02, , , , , , , , , , , , 
190465,1,1,2,2006,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,3, ,2014, ,10000, ,2, ,2, ,47,3,1,190465.p01, , , , , , , , , , , , 
190450,1,1,5,2017,FORD, ,FORD,,,,1,1,1,1, ,0,0,0,0,1, ,2017, ,16500, ,2, ,2, ,26,3,1,190450.p01, , , , , , , , , , , , 
190450,4,4,5,1985,CHEVROLET, ,CHEVROLET,,,,1,1,5,5, ,0,0,0,0,1, ,1984, ,0, ,2, ,2, ,18,6,1,190450.p01, , , , , , , , , , , , 
190455,1,1,3,2016,HONDA, ,HONDA,,,,1,1,8,8, ,0,0,0,0,3, ,2017, ,5000, ,2, ,2, ,25,3,1,190455.p01, , , , , , , , , , , , 
190442,2,2,3,2012,VOLVO, ,VOLVO,,,,1,1,2,2, ,0,0,0,0,1, ,2012, ,6000, ,2, ,2, ,28,5,2,190442.p02, , , , , , , , , , , , 
190443,1,1,2,2013,AUDI, ,AUDI,,,,1,1,6,6, ,0,0,0,0,1, ,2014, ,5000, ,2, ,2, ,23,6,1,190443.p01, , , , , , , , , , , , 
190453,2,2,3,2016,TESLA, ,TESLA,,,,5,5,6,6, ,0,0,0,1,1, ,2016, ,30000, ,2, ,2, ,93,5,1,190453.p01, , , , , , , , , , , , 
190446,2,2,2,2014,BMW, ,BMW,,,,1,1,2,2, ,0,0,0,0,1, ,2014, ,6000, ,2, ,2, ,23,4,2,190446.p02, , , , , , , , , , , , 
190469,2,2,2,2017,HONDA, ,HONDA,,,,6,6,3,3, ,0,0,1,0,2, ,2017, ,5000, ,2, ,2, ,60,2,1,190469.p01, , , , , , , , , , , , 
190470,2,2,2,2016,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2016, ,7000, ,2, ,2, ,60,1,2,190470.p02, , , , , , , , , , , , 
190475,2,2,2,2008,JAGUAR, ,JAGUAR,,,,1,1,5,5, ,0,0,0,0,3, ,2012, ,3000, ,2, ,2, ,20,7,2,190475.p02, , , , , , , , , , , , 
190461,2,2,2,2017,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,2, ,2018,2,12000, ,2, ,2, ,50,2,1,190461.p01, , , , , , , , , , , , 
190476,1,1,2,2017,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2017, ,15000, ,2, ,2, ,67,1,1,190476.p01, , , , , , , , , , , , 
190467,1,1,2,2005,TOYOTA, ,TOYOTA,,,,1,1,13,13, ,0,0,0,0,1, ,2005, ,10000, ,2, ,2, ,20,3,1,190467.p01, , , , , , , , , , , , 
190471,1,1,2,2017,HONDA, ,HONDA,,,,6,6,3,3, ,0,0,1,0,2, ,2017, ,11000, ,2, ,2, ,55,1,1,190471.p01, , , , , , , , , , , , 
190474,1,1,2,2011,RAM, ,RAM,,,,4,4,13,13, ,0,0,0,0,1, ,2010, ,25000, ,2, ,2, ,15,6,1,190474.p01, , , , , , , , , , , , 
190482,1,1,2,2016,SUBARU, ,SUBARU,,,,1,1,8,8, ,0,0,0,0,1, ,2015, ,28000, ,2, ,2, ,28,2,2,190482.p02, , , , , , , , , , , , 
190488,1,1,5,2002,PORSCHE, ,PORSCHE,,,,1,1,5,5, ,0,0,0,0,1, ,2003, ,3100, ,2, ,2, ,22,6,1,190488.p01, , , , , , , , , , , , 
190488,4,4,5,2018,RAM, ,RAM,,,,4,4,13,13, ,0,0,0,0,1, ,2018,5,3000, ,2, ,2, ,15,7,1,190488.p01, , , , , , , , , , , , 
190511,3,3,3,2017,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2017, ,4000, ,2, ,2, ,55,1,1,190511.p01, , , , , , , , , , , , 
190481,1,1,1,2005,BUICK, ,BUICK,,,,1,1,3,3, ,0,0,0,0,3, ,2016, ,6000, ,2, ,2, ,20,6,1,190481.p01, , , , , , , , , , , , 
190483,2,2,2,2015,CHEVROLET, ,CHEVROLET,,,,8,8,11,11, ,0,0,0,0,3, ,2018,10,15000, ,2, ,2, ,17,4,2,190483.p02, , , , , , , , , , , , 
190493,1,1,2,2005,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,3, ,2010, ,3000, ,2, ,2, ,17,3,2,190493.p02, , , , , , , , , , , , 
190501,1,1,1,2007,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2006, ,10000, ,2, ,2, ,35,3,2,190501.p02, , , , , , , , , , , , 
190496,2,2,2,2003,NISSAN, ,NISSAN,,,,1,1,12,12, ,0,0,0,0,3, ,2017, ,7000, ,2, ,2, ,30,4,2,190496.p02, , , , , , , , , , , , 
190487,4,4,4,2019,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2018,8,13000, ,2, ,2, ,100,3,2,190487.p02, , , , , , , , , , , , 
190495,2,2,2,2000,CHEVROLET, ,CHEVROLET,,,,1,1,1,1, ,0,0,0,0,1, ,2000, ,2999, ,2, ,2, ,25,2,2,190495.p02, , , , , , , , , , , , 
190500,2,2,4,2006,TOYOTA, ,TOYOTA,,,,1,1,13,13, ,0,0,0,0,3, ,2016, ,10000, ,2, ,2, ,15,5,1,190500.p01, , , , , , , , , , , , 
190491,1,1,2,1997,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,3, ,2004, ,10000, ,2, ,2, ,17,4,1,190491.p01, , , , , , , , , , , , 
190497,2,2,3,2018,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,3, ,2019,5,15000, ,2, ,2, ,25,5,2,190497.p02, , , , , , , , , , , , 
190530,2,2,2,2011,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2010, ,20000, ,2, ,2, ,19,2,1,190530.p01, , , , , , , , , , , , 
190503,1,1,2,2017,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2016, ,8000, ,2, ,2, ,0,1,1,190503.p01, , , , , , , , , , , , 
190513,2,2,2,2019,Other,Lexus,LEXUS,,,,2,2,3,3,2,1,0,0,0,2, ,2018,11,8500, ,2, ,2, ,44,3,2,190513.p02, , , , , , , , , , , , 
191605,1,1,2,1991,FORD, ,FORD,,,,1,1,3,3, ,0,0,0,0,1, ,1991, ,2500, ,2, ,2, ,18,3,2,191605.p02, , , , , , , , , , , , 
190508,2,2,2,2016,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2016, ,7000, ,2, ,2, ,22,1,1,190508.p01, , , , , , , , , , , , 
190515,2,2,3,2006,HONDA, ,HONDA,,,,1,1,3,3, ,0,0,0,0,3, ,2014, ,10000, ,2, ,2, ,27,3,1,190515.p01, , , , , , , , , , , , 
190520,1,1,2,2008,ACURA, ,ACURA,,,,1,1,8,8, ,0,0,0,0,1, ,2007, ,10000, ,2, ,2, ,18,1,2,190520.p02, , , , , , , , , , , , 
190529,1,1,2,2009,DODGE, ,DODGE,,,,1,1,10,10, ,0,0,0,0,1, ,2009, ,4000, ,2, ,2, ,17,3,2,190529.p02, , , , , , , , , , , , 
190521,3,3,3,2006,TOYOTA, ,TOYOTA,,,,1,1,10,10, ,0,0,0,0,1, ,2006, ,5000, ,2, ,2, ,17,6,2,190521.p02, , , , , , , , , , , , 
190534,1,1,3,2018,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2018,6,13000, ,2, ,2, ,66,3,1,190534.p01, , , , , , , , , , , , 
190527,1,1,2,2018,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2018,1,15000, ,2, ,2, ,40,2,1,190527.p01, , , , , , , , , , , , 
190554,2,2,2,2008,FORD, ,FORD,,,,8,8,13,13, ,0,0,0,0,1, ,2008, ,6000, ,2, ,2, ,14,4,1,190554.p01, , , , , , , , , , , , 
190533,3,3,3,2015,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2015, ,12000, ,2, ,2, ,20,3,1,190533.p01, , , , , , , , , , , , 
190546,1,1,1,2007,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,6, ,2010, ,800, ,2, ,2, ,22,4,1,190546.p01, , , , , , , , , , , , 
190551,1,1,5,2016,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2016, ,15000, ,2, ,2, ,40,6,1,190551.p01, , , , , , , , , , , , 
190543,2,2,2,2018,HONDA, ,HONDA,,,,3,3,3,3, ,0,1,0,0,1, ,2018,3,9000,90,2, ,2, ,103,5,1,190543.p01, , , , , , , , , , , , 
190551,4,4,5,2005,HONDA, ,HONDA,,,,2,2,3,3, ,1,0,0,0,1, ,2005, ,3000, ,2, ,2, ,28,6,1,190551.p01, , , , , , , , , , , , 
190540,2,2,3,2015,BMW, ,BMW,,,,2,2,2,2, ,1,0,0,0,1, ,2015, ,5800, ,1,59,1,68,65,5,2,190540.p02, , , , , , , , , , , , 
190555,2,2,2,2016,AUDI, ,AUDI,,,,1,1,9,9,2,0,0,0,0,3, ,2019,5,1200, ,2, ,2, ,19,4,2,190555.p02, , , , , , , , , , , , 
190559,1,1,1,2017,NISSAN, ,NISSAN,,,,1,1,3,3, ,0,0,0,0,3, ,2019,4,7000, ,2, ,2, ,25,4,1,190559.p01, , , , , , , , , , , , 
190565,3,3,4,2008,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,4,4, ,0,0,0,0,3, ,2011, ,2500, ,2, ,2, ,21,3,1,190565.p01, , , , , , , , , , , , 
190568,4,4,8,2013,TOYOTA, ,TOYOTA,,,,1,1,10,10, ,0,0,0,0,1, ,2013, ,8000, ,2, ,2, ,24,6,2,190568.p02, , , , , , , , , , , , 
190568,7,7,8,2003,MINI, ,MINI,,,,1,1,1,1, ,0,0,0,0,3, ,2005, ,500, ,2, ,2, ,28,6,3,190568.p03, , , , , , , , , , , , 
190567,1,1,2,2007,TOYOTA, ,TOYOTA,,,,1,1,6,6, ,0,0,0,0,1, ,2006, ,5000, ,2, ,2, ,20,4,2,190567.p02, , , , , , , , , , , , 
190572,3,3,3,2004,HONDA, ,HONDA,,,,9,9,2,2, ,0,0,0,0,3, ,2012, ,10, ,2, ,2, ,50,2,1,190572.p01, , , , , , , , , , , , 
190573,1,1,1,2018,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2019,1,5000, ,2, ,2, ,26,3,1,190573.p01, , , , , , , , , , , , 
190616,1,1,2,2008,FORD, ,FORD,,,,1,1,13,13, ,0,0,0,0,3, ,2016, ,20000, ,2, ,2, ,13,3,1,190616.p01, , , , , , , , , , , , 
190575,2,2,3,2005,DODGE, ,DODGE,,,,1,1,9,9, ,0,0,0,0,1, ,2005, ,7000, ,2, ,2, ,25,6,1,190575.p01, , , , , , , , , , , , 
190576,1,1,3,2018,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2018,7,12000, ,2, ,2, ,60,2,1,190576.p01, , , , , , , , , , , , 
190579,1,1,3,2000,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2000, ,5000, ,2, ,2, ,25,7,1,190579.p01, , , , , , , , , , , , 
193910,2,2,3,2015,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2015, ,12000, ,2, ,2, ,20,5,2,193910.p02, , , , , , , , , , , , 
190589,1,1,2,2013,SUBARU, ,SUBARU,,,,1,1,7,7, ,0,0,0,0,1, ,2013, ,7500, ,2, ,2, ,25,6,2,190589.p02, , , , , , , , , , , , 
190729,1,1,2,2017,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,3, ,2018,2,20000, ,2, ,2, ,35,4,1,190729.p01, , , , , , , , , , , , 
190874,1,1,3,2017,HONDA, ,HONDA,,,,6,6,3,3, ,0,0,1,0,2, ,2018,1,15000, ,2, ,2, ,60,2,1,190874.p01, , , , , , , , , , , , 
190599,2,2,2,2004,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,3, ,2006, ,8000, ,2, ,2, ,25,3,2,190599.p02, , , , , , , , , , , , 
190600,3,3,3,1997,CHEVROLET, ,CHEVROLET,,,,1,1,9,9, ,0,0,0,0,3, ,2018,4,5000, ,2, ,2, ,18,6,3,190600.p03, , , , , , , , , , , , 
190615,1,1,1,2012,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2012, ,8000, ,2, ,2, ,50,5,2,190615.p02, , , , , , , , , , , , 
190711,1,1,2,2018,TESLA, ,TESLA,,,,5,5,3,3, ,0,0,0,1,1, ,2018,12,2274, ,2, ,2, ,134,4,1,190711.p01, , , , , , , , , , , , 
190608,2,2,2,2014,CHEVROLET, ,CHEVROLET,,,,8,8,13,13, ,0,0,0,0,3, ,2018,8,1000, ,2, ,2, ,15,6,2,190608.p02, , , , , , , , , , , , 
190610,1,1,3,2017,HONDA, ,HONDA,,,,6,6,3,3, ,0,0,1,0,2, ,2017, ,19000, ,2, ,2, ,60,2,1,190610.p01, , , , , , , , , , , , 
190611,3,3,3,2004,TOYOTA, ,TOYOTA,,,,1,1,10,10, ,0,0,0,0,1, ,2004, ,10000, ,2, ,2, ,22,2,3,190611.p03, , , , , , , , , , , , 
191872,1,1,2,2006,FORD, ,FORD,,,,1,1,4,4, ,0,0,0,0,6, ,2016, ,5000, ,2, ,2, ,28,3,2,191872.p02, , , , , , , , , , , , 
190620,3,3,4,2011,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,1, ,2011, ,8000, ,2, ,2, ,35,4,4,190620.p04, , , , , , , , , , , , 
190621,1,1,2,2015,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,2, ,2015, ,35000, ,2, ,2, ,51,3,2,190621.p02, , , , , , , , , , , , 
190623,1,1,3,2002,LEXUS, ,LEXUS,,,,1,1,3,3, ,0,0,0,0,1, ,2002, ,2000, ,2, ,2, ,17,2,1,190623.p01, , , , , , , , , , , , 
190622,1,1,2,2016,TOYOTA, ,TOYOTA,,,,1,1,8,8, ,0,0,0,0,1, ,2016, ,10000, ,2, ,2, ,22,4,1,190622.p01, , , , , , , , , , , , 
190633,2,2,4,2015,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2015, ,10000, ,2, ,2, ,45,3,1,190633.p01, , , , , , , , , , , , 
190639,1,1,4,2000,TOYOTA, ,TOYOTA,,,,1,1,7,7, ,0,0,0,0,1, ,2000, ,7000, ,2, ,2, ,23,2,1,190639.p01, , , , , , , , , , , , 
190639,4,4,4,2017,TOYOTA, ,TOYOTA,,,,3,3,2,2, ,0,1,0,0,1, ,2017, ,12000,60,2, ,2, ,50,5,4,190639.p04, , , , , , , , , , , , 
190634,1,1,1,2018,BMW, ,BMW,,,,1,1,6,6, ,0,0,0,0,1, ,2018,3,11000, ,2, ,2, ,27,3,1,190634.p01, , , , , , , , , , , , 
190637,2,2,3,2012,HONDA, ,HONDA,,,,1,1,2,2, ,0,0,0,0,1, ,2013, ,50000, ,2, ,2, ,25,3,2,190637.p02, , , , , , , , , , , , 
190640,3,3,5,2015,LEXUS, ,LEXUS,,,,1,1,8,8, ,0,0,0,0,1, ,2015, ,18000, ,2, ,2, ,20,2,2,190640.p02, , , , , , , , , , , , 
190638,1,1,3,2011,BMW, ,BMW,,,,1,1,2,2, ,0,0,0,0,3, ,2014, ,500, ,2, ,2, ,18,6,1,190638.p01, , , , , , , , , , , , 
190655,2,2,3,2018,FORD, ,FORD,,,,2,2,3,3, ,1,0,0,0,5,2,2003, ,5000, ,2, ,2, ,18,4,2,190655.p02,2018,2,10,40,1,190655.p01,1,0,1,0,0,0
190644,2,2,4,2011,FORD, ,FORD,,,,4,4,13,13, ,0,0,0,0,1, ,2011, ,3000, ,2, ,2, ,16,6,2,190644.p02, , , , , , , , , , , , 
190722,1,1,2,2016,DODGE, ,DODGE,,,,4,4,13,13,2,0,0,0,0,1, ,2015, ,10000, ,2, ,2, ,28,3,2,190722.p02, , , , , , , , , , , , 
190658,5,5,5,2012,TOYOTA, ,TOYOTA,,,,2,2,8,8, ,1,0,0,0,1, ,2012, ,5000, ,2, ,2, ,28,2,1,190658.p01, , , , , , , , , , , , 
190670,1,1,2,2018,TESLA, ,TESLA,,,,5,5,3,3, ,0,0,0,1,1, ,2018,12,15000, ,2, ,2, ,126,4,1,190670.p01, , , , , , , , , , , , 
190678,3,3,3,2014,TOYOTA, ,TOYOTA,,,,2,2,7,7, ,1,0,0,0,1, ,2014, ,9000, ,2, ,2, ,48,5,1,190678.p01, , , , , , , , , , , , 
190652,1,1,2,2014,DODGE, ,DODGE,,,,1,1,8,8, ,0,0,0,0,3, ,2016, ,15000, ,2, ,2, ,20,4,2,190652.p02, , , , , , , , , , , , 
190667,2,2,5,2009,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,3, ,2012, ,5000, ,2, ,2, ,20,6,1,190667.p01, , , , , , , , , , , , 
190667,5,5,5,1980,VOLKSWAGEN, ,VOLKSWAGEN,,,,1,1,2,2,3,0,0,0,0,3, ,1990, ,0, ,2, ,2, ,20,6,1,190667.p01, , , , , , , , , , , , 
190654,2,2,2,1998,JEEP, ,JEEP,,,,1,1,7,7, ,0,0,0,0,3, ,2018,6,200, ,2, ,2, ,25,3,1,190654.p01, , , , , , , , , , , , 
190657,1,1,2,2017,ACURA, ,ACURA,,,,1,1,6,6, ,0,0,0,0,1, ,2017, ,1000, ,2, ,2, ,24,4,1,190657.p01, , , , , , , , , , , , 
190656,2,2,3,2012,SMART, ,SMART,,,,1,1,1,1,1,0,0,0,0,3, ,2014, ,15000, ,2, ,2, ,40,4,1,190656.p01, , , , , , , , , , , , 
190663,2,2,2,2014,MAZDA, ,MAZDA,,,,1,1,2,2, ,0,0,0,0,1, ,2014, ,12000, ,2, ,2, ,29,3,2,190663.p02, , , , , , , , , , , , 
190666,1,1,2,2019,LEXUS, ,LEXUS,,,,2,2,3,3, ,1,0,0,0,1, ,2018,9,5000, ,2, ,2, ,43,5,1,190666.p01, , , , , , , , , , , , 
190662,2,2,3,2003,FORD, ,FORD,,,,8,8,8,8, ,0,0,0,0,3, ,2011, ,45000, ,2, ,2, ,20,2,3,190662.p03, , , , , , , , , , , , 
190747,3,3,3,2017,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2017, ,12000, ,2, ,2, ,65,1,1,190747.p01, , , , , , , , , , , , 
190672,1,1,2,2011,JEEP, ,JEEP,,,,8,8,6,6, ,0,0,0,0,3, ,2013, ,25000, ,2, ,2, ,18,6,1,190672.p01, , , , , , , , , , , , 
190675,3,3,4,2010,CHEVROLET, ,CHEVROLET,,,,8,8,13,13, ,0,0,0,0,6, ,2015, ,20000, ,2, ,2, ,15,4,3,190675.p03, , , , , , , , , , , , 
190676,1,1,1,2018,TESLA, ,TESLA,,,,5,5,3,3, ,0,0,0,1,1, ,2018,9,7000, ,2, ,2, ,116,5,1,190676.p01, , , , , , , , , , , , 
190682,3,3,3,2002,TOYOTA, ,TOYOTA,,,,1,1,12,12, ,0,0,0,0,3, ,2015, ,8000, ,2, ,2, ,22,3,2,190682.p02, , , , , , , , , , , , 
190681,2,2,2,2018,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2018,2,12500, ,2, ,2, ,79,2,1,190681.p01, , , , , , , , , , , , 
190685,1,1,4,2013,DODGE, ,DODGE,,,,1,1,3,3, ,0,0,0,0,3, ,2016, ,15000, ,2, ,2, ,32,1,1,190685.p01, , , , , , , , , , , , 
190687,2,2,3,1995,KIA, ,KIA,,,,1,1,6,6, ,0,0,0,0,3, ,2019,2,10000, ,2, ,2, ,30,4,2,190687.p02, , , , , , , , , , , , 
190696,1,1,2,2011,TOYOTA, ,TOYOTA,,,,1,1,10,10, ,0,0,0,0,3, ,2018,1,25000, ,2, ,2, ,22,5,1,190696.p01, , , , , , , , , , , , 
190694,2,2,4,2013,CHEVROLET, ,CHEVROLET,,,,1,1,5,5, ,0,0,0,0,1, ,2013, ,3000, ,2, ,2, ,26,3,2,190694.p02, , , , , , , , , , , , 
190692,1,1,2,2013,TESLA, ,TESLA,,,,5,5,3,3, ,0,0,0,1,1, ,2013, ,17000, ,2, ,2, ,100,3,1,190692.p01, , , , , , , , , , , , 
190699,1,1,2,2018,NISSAN, ,NISSAN,,,,1,1,6,6, ,0,0,0,0,2, ,2018,11,6000, ,2, ,2, ,55,3,2,190699.p02, , , , , , , , , , , , 
190827,1,1,3,2017,TOYOTA, ,TOYOTA,,,,2,2,8,8, ,1,0,0,0,1, ,2017, ,30000, ,2, ,2, ,25,4,1,190827.p01, , , , , , , , , , , , 
190702,2,2,2,2019,CHEVROLET, ,CHEVROLET,,,,1,1,13,13, ,0,0,0,0,1, ,2019,5,15000, ,2, ,2, ,18,4,2,190702.p02, , , , , , , , , , , , 
190707,3,3,3,2016,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1,4,4, ,0,0,0,0,4, ,2017, ,3000, ,2, ,2, ,20,3,2,190707.p02, , , , , , , , , , , , 
190709,2,2,3,2014,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2014, ,3500, ,2, ,2, ,23,5,2,190709.p02, , , , , , , , , , , , 
190733,1,1,1,2013,TOYOTA, ,TOYOTA,,,,1,1,2,2, ,0,0,0,0,1, ,2013, ,10000, ,2, ,2, ,25,4,2,190733.p02, , , , , , , , , , , , 
190725,1,1,2,2001,HONDA, ,HONDA,,,,1,1,10,10, ,0,0,0,0,1, ,2001, ,20000, ,2, ,2, ,22,2,3,190725.p03, , , , , , , , , , , , 
190714,2,2,3,2017,TOYOTA, ,TOYOTA,,,,6,6,1,1, ,0,0,1,0,2, ,2017, ,5000, ,2, ,2, ,45,1,2,190714.p02, , , , , , , , , , , , 
190717,1,1,2,2002,MAZDA, ,MAZDA,,,,1,1,6,6, ,0,0,0,0,1, ,2002, ,6000, ,2, ,2, ,20,3,1,190717.p01, , , , , , , , , , , , 
190998,1,1,2,2016,TOYOTA, ,TOYOTA,,,,2,2,7,7, ,1,0,0,0,1, ,2016, ,12000, ,2, ,2, ,40,5,2,190998.p02, , , , , , , , , , , , 
190720,1,1,1,2014,TOYOTA, ,TOYOTA,,,,2,2,3,3, ,1,0,0,0,1, ,2014, ,11000, ,2, ,2, ,46,4,1,190720.p01, , , , , , , , , , , , 
190726,1,1,1,2016,HYUNDAI, ,HYUNDAI,,,,1,1,3,3, ,0,0,0,0,3, ,2016, ,20000, ,2, ,2, ,28,3,1,190726.p01, , , , , , , , , , , , 
190728,1,1,2,2014,TOYOTA, ,TOYOTA,,,,1,1,3,3, ,0,0,0,0,1, ,2014, ,10000, ,2, ,2, ,32,3,1,190728.p01, , , , , , , , , , , , 
190734,1,1,1,2014,TOYOTA, ,TOYOTA,,,,2,2,2,2, ,1,0,0,0,1, ,2014, ,10000, ,2, ,2, ,45,3,1,190734.p01, , , , , , , , , , , , 
190738,3,3,4,1980,FORD, ,FORD,,,,1,1,5,5, ,0,0,0,0,3, ,1997, ,500, ,2, ,2, ,14,6,1,190738.p01, , , , , , , , , , , , 
190736,1,1,2,2015,TOYOTA, ,TOYOTA,,,,1,1,10,10, ,0,0,0,0,1, ,2016, ,18000, ,2, ,2, ,20,3,2,190736.p02, , , , , , , , , , , , 
