sampno,perid,perno,relationship,gender,employment,student,education,license,vehno,vehicle_string,drive_freq,transit_freq,tnc_freq,job_type,work_mode,work_distance,work_days,school_mode,school_distance,ethnicity,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_6_x
191980,191980.p01,1,8,2,1,3,6,1,191980.v01,,1,0,0,1,1,12,5, , ,2,0,0,0,0,1,0,0, 
191198,191198.p01,1,8,2,1,4,6,1,191198.v01,,1,0,0,1,1,15,5, , ,2,0,0,0,0,1,0,0, 
191192,191192.p01,1,8,1,1,4,6,1,191192.v01,,2,0,1,3, , , , , ,2,0,0,0,0,1,0,0, 
191198,191198.p03,3,2,2,4,1,2,1,191198.v03,,2,0,0, , , , ,1,1,2,0,0,0,0,1,0,0, 
191201,191201.p01,1,8,1,1,4,8,1,191201.v01,,1,0,0,1,2,13,5, , ,2,0,0,0,0,1,0,0, 
191197,191197.p01,1,8,1,1,4,6,1,191197.v02,,2,8,0,1,5,3,5, , ,2,0,0,0,0,1,0,0, 
191197,191197.p02,2,1,2,4,4,8,1,191197.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191200,191200.p03,3,7,2,2,4,5,1,191200.v03,,2,0,0,1,1,10,4, , ,2,0,0,0,0,1,0,0, 
191203,191203.p01,1,8,1,4,4,8,1,191203.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191203,191203.p02,2,1,2,4,4,1,2, ,, ,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191199,191199.p01,1,8,1,1,4,8,1,191199.v01,,1,1,0,1,1,30,5, , ,2,0,0,0,0,1,0,0, 
191207,191207.p02,2,1,1,1,4,6,1,191207.v01,,1,0,0,1,1,7,5, , ,2,0,0,0,1,0,0,0, 
191206,191206.p01,1,8,2,2,4,8,1,191206.v01,,1,6,0,2,1,4,3, , ,2,0,0,0,0,1,0,0, 
191252,191252.p01,1,8,1,2,4,8,1,191252.v01,,1,0,0,1,1,10,3, , ,2,0,0,0,0,1,0,0, 
191211,191211.p02,2,1,2,4,4,5,1,191211.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191210,191210.p02,2,1,2,4,4,2,1,191210.v01,,1,0,0, , , , , , ,1,0,0,0,0,1,0,0, 
191214,191214.p01,1,8,1,1,4,8,1,191214.v03,,1,0,0,1,1,14,5, , ,2,0,0,0,0,1,0,0, 
191602,191602.p02,2,1,2,1,4,6,1,191602.v02,,1,0,0,4, , , , , ,2,0,0,0,0,1,0,0, 
191224,191224.p01,1,8,1,1,4,8,1,191224.v02,,1,0,0,1,1,12,4, , ,2,0,1,0,0,0,0,0, 
191224,191224.p03,3,2,2,4,4,1,2, ,, ,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191235,191235.p02,2,1,1,1,4,6,1,191235.v02,,1,0,0,1,1,22,5, , ,1,0,0,0,0,1,0,0, 
191219,191219.p02,2,3,2,2,4,3,2, ,, ,0,0,2,2,5,5, , ,2,0,1,0,0,0,0,0, 
191219,191219.p03,3,3,1,2,4,4,1,191219.v03,,2,0,0,2,2,5,1, , ,2,0,1,0,0,0,0,0, 
191213,191213.p01,1,8,2,1,4,8,1,191213.v02,,1,0,0,1,1,35,4, , ,2,0,0,0,0,1,0,0, 
191225,191225.p01,1,8,1,1,4,8,1,191225.v01,,1,0,0,1,2,12,3, , ,2,0,0,0,1,1,0,0, 
191225,191225.p02,2,1,2,5,4,8,2, ,, ,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191232,191232.p01,1,8,2,5,4,2,1,191232.v01,,1,0,0,1,1,50,4, , ,2,0,0,0,0,1,0,0, 
191233,191233.p02,2,1,1,4,4,6,1,191233.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191220,191220.p02,2,1,1,1,4,8,1,191220.v02,,1,0,0,1,1,15,5, , ,2,0,0,0,0,1,0,0, 
191221,191221.p01,1,8,2,4,4,2,1,191221.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191229,191229.p01,1,8,1,1,4,8,1,191229.v02,,1,0,0,2,2,4,5, , ,2,0,0,0,0,1,0,0, 
191226,191226.p01,1,8,1,1,4,6,1,191226.v01,,1,0,1,1,1,1,5, , ,2,0,0,0,0,1,0,0, 
191236,191236.p02,2,1,2,1,4,7,1,191236.v02,,1,0,1,1,1,10,5, , ,3,0,0,0,0,0,0,1, 
191229,191229.p02,2,1,2,1,4,8,1,191229.v01,,2,0,5,1,2,4,5, , ,2,0,0,0,0,1,0,0, 
191222,191222.p02,2,1,2,1,4,8,2, ,, ,0,2,1,2,5,5, , ,2,0,0,0,0,0,0,1, 
191236,191236.p03,3,2,1,4,4,6,1, ,,4,3,4, , , , , , ,3,0,0,0,0,0,0,1, 
191222,191222.p03,3,3,2,4,4,8,2, ,, ,0,0, , , , , , ,2,0,0,0,0,0,0,1, 
191217,191217.p02,2,1,2,1,4,2,2, ,, ,1,1,1,2,10,5, , ,2,0,0,0,0,0,0,1, 
191228,191228.p01,1,8,2,4,4,8,2, ,, ,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191227,191227.p01,1,8,1,1,4,2,1,191227.v02,,1,0,0,1,1,35,4, , ,2,0,0,0,0,1,0,0, 
191237,191237.p01,1,8,1,4,4,6,1,191237.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191230,191230.p01,1,8,2,2,4,6,1,191230.v01,,1,0,2,2,1,10,6, , ,2,0,0,0,0,1,0,0, 
191246,191246.p01,1,8,1,1,4,8,1,191246.v02,,1,0,0,1,1,50,3, , ,2,0,0,0,0,1,0,0, 
191238,191238.p02,2,1,2,4,4,8,2, ,, ,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191246,191246.p02,2,1,2,5,4,4,1,191246.v01,,1,0,0,1,1,15,6, , ,2,0,0,0,0,1,0,0, 
191234,191234.p01,1,8,1,1,4,7,1,191234.v01,,1,0,0,1,18,35,5, , ,2,0,1,0,0,0,0,0, 
191234,191234.p03,3,3,1,4,4,8,1, ,,4,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191260,191260.p02,2,1,2,5,4,8,1,191260.v02,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191241,191241.p01,1,8,2,1,4,6,1,191241.v03,,1,0,0,1,1,7,5, , ,1,0,0,0,0,1,0,0, 
191244,191244.p02,2,2,1,2,1,4,1,191244.v02,,2,0,1,2,3,30,2,4,1,2,0,0,0,0,1,0,0, 
191241,191241.p02,2,1,1,1,4,6,1,191241.v01,,1,0,0,1,1,9,5, , ,1,0,0,0,0,1,0,0, 
191243,191243.p01,1,8,1,1,4,8,1,191243.v01,,1,0,0,2,1,5,5, , ,2,0,1,0,0,0,0,0, 
191247,191247.p01,1,8,2,1,4,2,1,191247.v02,,1,2,0,2,1,5,5, , ,2,0,0,0,0,1,0,0, 
191245,191245.p02,2,2,1,1,4,2,1, ,,3,0,2,1,4,1,5, , ,2,0,0,0,0,1,0,0, 
191245,191245.p03,3,2,1,4,4,1,2, ,, ,2,6, , , , , , ,2,0,0,0,0,1,0,0, 
191247,191247.p02,2,1,1,1,4,2,1, ,,4,0,0,1,4,1,4, , ,2,0,0,0,0,1,0,0, 
191239,191239.p01,1,8,1,1,4,8,1,191239.v01,,1,0,0,1,1,19,5, , ,2,0,0,0,0,1,0,0, 
191247,191247.p03,3,6,1,1,4,2,2, ,, ,0,0,1,4,0.5,6, , ,2,0,0,0,0,1,0,0, 
191248,191248.p01,1,8,2,1,4,5,1,191248.v01,,1,2,2,1,1,3.5,5, , ,1,0,0,0,0,0,1,0,Hispanic
191242,191242.p01,1,8,1,1,4,5,1,191242.v01,,1,0,0,1,1,22,6, , ,2,0,1,0,0,0,0,0, 
191247,191247.p04,4,2,2,4,4,1,2, ,, ,0,0, , , , , , ,2,1,0,0,0,1,0,0, 
191242,191242.p02,2,1,2,1,4,7,1,191242.v02,,1,0,0,1,1,35,5, , ,2,0,1,0,0,0,0,0, 
191248,191248.p02,2,1,1,1,4,5,1,191248.v01,,2,0,1,1,2,3.5,5, , ,1,0,0,0,0,0,1,0,hispanic
191253,191253.p01,1,8,1,5,4,8,1,191253.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191240,191240.p01,1,8,1,5,4,6,1,191240.v01,,2,0,1,1,1,20,2, , ,2,0,1,0,0,0,0,0, 
191249,191249.p01,1,8,1,1,4,8,1,191249.v03,,1,0,0,4, , , , , ,2,0,1,0,0,0,0,0, 
191249,191249.p03,3,2,1,4,1,4,1,191249.v01,,3,0,0, , , , ,17,0,2,1,1,0,0,0,0,0, 
191251,191251.p02,2,1,2,4,4,6,1, ,,4,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191250,191250.p01,1,8,4,1,4,7,1,191250.v02,,1,0,0,1,1,17,5, , ,3,0,0,0,0,0,0,1, 
191255,191255.p02,2,1,2,1,4,7,1,191255.v01,,1,0,0,1,1,12,5, , ,2,0,1,0,0,0,0,0, 
191257,191257.p01,1,8,2,1,4,8,1,191257.v01,,1,0,1,1,2,6,5, , ,2,0,0,0,0,1,0,0, 
191264,191264.p01,1,8,3,1,4,8,1,191264.v01,,1,0,0,1,1,4,5, , ,2,0,0,0,0,1,0,0, 
191646,191646.p01,1,8,1,4,4,8,1,191646.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191646,191646.p02,2,1,2,2,4,6,1,191646.v01,,3,0,0,2,2,6,2, , ,2,0,1,0,0,0,0,0, 
191263,191263.p01,1,8,1,1,4,8,1,191263.v03,,1,0,0,1,1,25,3, , ,2,0,1,0,0,0,0,0, 
191261,191261.p01,1,8,1,1,4,8,1,191261.v01,,1,0,0,1,1,15,5, , ,2,0,1,0,0,0,0,0, 
191267,191267.p01,1,8,2,1,4,6,1,191267.v01,,2,8,0,3, , , , , ,3,0,0,0,0,0,1,0,european/african/native
191347,191347.p01,1,8,1,4,4,8,1,191347.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191347,191347.p02,2,1,1,4,4,8,1,191347.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191270,191270.p01,1,8,1,1,4,8,1,191270.v02,,1,0,0,1,1,25,5, , ,2,0,1,0,0,0,0,0, 
191269,191269.p02,2,7,1,1,4,8,1,191269.v01,,2,0,0,1,2,6,5, , ,2,0,0,0,0,1,0,0, 
191271,191271.p04,4,3,2,4,4,4,1,191271.v03,,3,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191272,191272.p01,1,8,1,4,4,2,1,191272.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191273,191273.p01,1,8,2,4,4,4,1,191273.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191274,191274.p01,1,8,1,4,4,6,1,191274.v01,,1,0,0, , , , , , ,2,0,0,1,0,0,0,0, 
191274,191274.p02,2,1,2,4,4,4,1,191274.v01,,2,0,0, , , , , , ,2,0,0,1,0,0,0,0, 
191275,191275.p01,1,8,2,1,4,7,1, ,,3,10,1,2,11,12,4, , ,2,0,0,0,0,0,0,1, 
191276,191276.p01,1,8,1,4,4,6,1,191276.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191280,191280.p02,2,1,2,5,4,8,1,191280.v03,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191279,191279.p02,2,1,2,4,4,5,1,191279.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191277,191277.p01,1,8,2,1,4,8,1,191277.v02,,1,0,0,1,1,20,4, , ,2,0,0,0,0,1,0,0, 
191277,191277.p03,3,2,2,1,4,6,1,191277.v03,,1,0,2,4, , , , , ,2,0,0,0,0,1,0,0, 
191282,191282.p01,1,8,1,1,4,3,1,191282.v01,,1,0,0,1,1,5,5, , ,2,0,0,0,0,1,0,0, 
191282,191282.p02,2,1,2,2,4,4,1,191282.v02,,1,0,0,2,1,10,4, , ,2,0,0,0,0,1,0,0, 
191278,191278.p01,1,8,2,1,4,5,1,191278.v01,,1,0,0,1,1,3,5, , ,2,0,0,1,0,0,0,0, 
191281,191281.p01,1,8,2,1,4,8,1,191281.v01,,1,0,0,2,1,35,3, , ,2,0,1,0,0,0,0,0, 
191284,191284.p01,1,8,1,4,4,6,1,191284.v02,,1,0,0, , , , , , ,3,0,0,0,0,0,0,1, 
191283,191283.p01,1,8,2,4,4,5,1,191283.v01,,1,0,0, , , , , , ,3,0,0,0,0,1,0,0, 
191287,191287.p02,2,1,1,1,4,6,1,191287.v01,,1,0,0,1,1,7,5, , ,2,0,0,0,0,1,0,0, 
191293,191293.p01,1,8,2,2,4,4,1,191293.v02,,1,0,0,1,1,2,4, , ,2,0,0,0,0,1,0,0, 
191291,191291.p01,1,8,1,1,4,6,1,191291.v01,,1,0,0,1,1,3,5, , ,2,0,0,0,0,0,0,1, 
191293,191293.p02,2,1,1,1,4,5,1,191293.v01,,1,0,0,1,1,2,5, , ,2,0,0,0,0,1,0,0, 
191288,191288.p01,1,8,1,1,4,8,1,191288.v01,,1,0,1,1,1,5,5, , ,3,0,0,0,0,0,0,1, 
191288,191288.p02,2,1,2,4,4,6,1,191288.v02,,2,0,0, , , , , , ,3,0,0,0,0,0,0,1, 
191292,191292.p02,2,2,2,2,4,1,1,191292.v03,,1,0,1,1,1,8,3, , ,2,0,0,0,0,1,0,0, 
191291,191291.p04,4,2,2,2,1,4,1,191291.v03,,1,0,0,1,1,8,4,1,3,2,0,0,0,0,0,0,1, 
191292,191292.p03,3,2,1,1,4,2,1, ,,1,0,0,1,1,50,5, , ,2,0,0,0,0,1,0,0, 
191289,191289.p01,1,8,1,1,4,8,1,191289.v01,,1,0,4,1,1,10,5, , ,2,0,0,0,0,1,0,0, 
191290,191290.p01,1,8,1,1,4,6,1,191290.v03,,1,0,0,1,1,5,5, , ,2,0,1,0,0,0,0,0, 
191294,191294.p03,3,3,1,4,4,8,1,191294.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
194194,194194.p01,1,8,2,1,4,7,1,194194.v02,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191295,191295.p02,2,2,2,4,1,6,1,191295.v02,,2,0,0, , , , ,4,1,2,0,1,0,0,0,0,0, 
191295,191295.p03,3,2,2,4,4,4,1,191295.v02,,3,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
194194,194194.p02,2,1,1,1,4,7,1,194194.v01,,1,0,0,2,1,3,5, , ,2,0,0,0,0,1,0,0, 
191295,191295.p04,4,1,2,1,4,2,1,191295.v02,,1,0,0,1,1,17,5, , ,2,0,1,0,0,0,0,0, 
191304,191304.p03,3,2,1,4,1,2,1,191304.v01,,1,0,1, , , , ,2,7,3,0,0,0,0,0,0,1, 
191298,191298.p02,2,1,1,1,4,6,1,191298.v02,,1,0,0,2,1,5,5, , ,2,0,0,0,0,1,0,0, 
191299,191299.p01,1,8,1,1,2,8,1,191299.v02,,1,0,0,1,1,17,5,1,17,2,0,0,0,0,1,0,0, 
191302,191302.p01,1,8,2,4,4,3,1, ,,2,0,0, , , , , , ,2,0,0,0,0,0,0,1, 
191299,191299.p02,2,1,2,1,4,6,1,191299.v01,,1,0,0,1,1,20,5, , ,2,0,0,0,0,1,0,0, 
191303,191303.p01,1,8,1,1,4,8,1,191303.v01,,1,5,0,1,1,19,5, , ,2,0,1,0,0,0,0,0, 
191301,191301.p02,2,1,1,1,4,6,1,191301.v02,,1,0,0,2,1,3,5, , ,2,0,0,0,0,1,0,0, 
191305,191305.p01,1,8,2,5,1,5,1,191305.v01,,1,0,0,3, , , ,1,45,2,0,0,0,0,1,0,0, 
191310,191310.p01,1,8,1,4,4,4,1,191310.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191314,191314.p02,2,1,2,1,4,8,1,191314.v02,,1,0,0,1,1,5,5, , ,2,0,1,0,0,0,0,0, 
191313,191313.p01,1,8,1,1,4,2,1,191313.v01,,1,0,1,1,1,26,5, , ,1,1,0,0,0,1,0,0, 
191313,191313.p02,2,1,2,2,4,7,1,191313.v02,,1,0,0,1,1,26,2, , ,2,0,0,0,0,1,0,0, 
191309,191309.p02,2,3,2,4,4,2,2, ,, ,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191313,191313.p03,3,2,2,2,1,2,1,191313.v04,,1,0,0,1,1,2,2,1,2,1,0,0,0,0,1,0,0, 
191307,191307.p02,2,1,2,1,4,2,1,191307.v03,,2,0,0,1,1,12,5, , ,2,0,1,0,0,0,0,0, 
191551,191551.p01,1,8,1,1,4,8,1,191551.v02,,1,0,0,1,1,8,5, , ,2,0,0,0,0,1,0,0, 
191308,191308.p01,1,8,1,4,4,8,1,191308.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191307,191307.p04,4,2,2,1,4,6,2, ,, ,0,0,1,2,25,5, , ,2,0,1,0,0,0,0,0, 
191308,191308.p02,2,1,2,4,4,5,1,191308.v02,,1,0,0, , , , , , ,3,0,1,0,0,0,0,0, 
191318,191318.p01,1,8,2,1,4,4,1,191318.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191318,191318.p02,2,1,1,1,4,4,1,191318.v03,,1,0,0,2,1,15,5, , ,2,0,0,0,0,1,0,0, 
191318,191318.p03,3,3,2,4,4,5,2, ,, ,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191428,191428.p01,1,8,1,1,4,7,1,191428.v02,,2,4,0,1,1,10,2, , ,2,0,1,0,0,0,0,0, 
194204,194204.p01,1,8,2,1,4,8,1,194204.v04,,1,0,0,1,1,5,5, , ,2,0,0,0,0,1,0,0, 
194204,194204.p02,2,2,1,1,4,6,1,194204.v03,,1,0,0,1,1,6,5, , ,2,0,0,0,0,1,0,0, 
191315,191315.p01,1,8,1,1,4,6,1,191315.v02,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191312,191312.p02,2,1,2,2,4,4,1,191312.v01,,1,0,0,1,1,2,4, , ,2,0,0,0,0,1,0,0, 
191315,191315.p03,3,2,2,4,4,5,1,191315.v03,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191311,191311.p01,1,8,1,1,4,8,1, ,,3,0,4,1,4,4,5, , ,2,0,0,0,0,1,0,0, 
191316,191316.p02,2,4,2,1,4,6,1, ,,2,0,8,2,14,10,3, , ,2,0,0,0,0,1,0,0, 
191316,191316.p04,4,3,1,1,4,3,1,191316.v03,,1,0,0,1,1,25,5, , ,2,0,0,0,0,1,0,0, 
191330,191330.p01,1,8,2,1,4,8,1,191330.v02,,1,0,0,2,1,20,3, , ,2,1,0,0,0,1,0,0, 
191330,191330.p02,2,1,2,5,4,8,1,191330.v01,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191319,191319.p02,2,1,2,4,4,8,1,191319.v02,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191320,191320.p03,3,2,1,1,4,6,1,191320.v03,,1,0,0,1,1,11,5, , ,2,0,1,0,0,0,0,0, 
191327,191327.p02,2,3,1,1,4,1,1,191327.v04,,1,0,5,1,3,10,6, , ,1,0,0,0,0,0,1,0,Hispanic
191327,191327.p03,3,3,2,4,4,1,1, ,,3,0,0, , , , , , ,1,0,0,0,0,0,1,0,Hispanic
191327,191327.p04,4,4,1,1,4,1,1,191327.v01,,1,0,0,1,1,10,5, , ,1,0,0,0,0,0,1,0,Hispanic
191327,191327.p05,5,2,1,4,4,1,2, ,, ,0,0, , , , , , ,1,0,0,0,0,0,1,0,Hispanic
191323,191323.p02,2,1,1,1,4,8,1,191323.v02,,1,0,0,1,1,1,4, , ,2,0,0,0,0,0,0,1, 
191323,191323.p04,4,3,1,4,4,2,1,191323.v05,,1,0,0, , , , , , ,2,0,0,0,0,0,0,1, 
191326,191326.p01,1,8,1,2,4,4,1,191326.v02,,1,0,0,1,1,4,2, , ,2,0,0,0,0,1,0,0, 
191328,191328.p02,2,1,2,1,4,6,1,191328.v04,,1,0,0,1,1,12,4, , ,2,0,0,0,0,1,0,0, 
191322,191322.p03,3,2,2,4,1,4,1, ,,3,0,0, , , , ,1,0,2,0,0,0,0,1,0,0, 
191322,191322.p04,4,2,2,4,4,1,1, ,,4,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191325,191325.p01,1,8,1,1,4,5,1,191325.v02,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191321,191321.p01,1,8,1,4,4,6,1, ,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191377,191377.p01,1,8,1,1,4,7,1,191377.v01,,1,0,0,1,1,20,5, , ,2,0,1,0,0,0,0,0, 
191340,191340.p01,1,8,2,2,4,6,1,191340.v01,,1,1,0,1,1,4,4, , ,2,0,0,0,0,1,0,0, 
191361,191361.p01,1,8,2,1,4,6,1,191361.v01,,1,0,0,2,1,4,4, , ,2,0,0,0,0,1,0,0, 
191337,191337.p02,2,1,2,2,4,6,1,191337.v02,,1,0,0,1,1,2,4, , ,2,0,0,0,0,1,0,0, 
191329,191329.p01,1,8,1,1,4,4,1,191329.v03,,1,0,0,2,1,11,5, , ,2,0,0,0,0,1,0,0, 
191337,191337.p03,3,1,1,4,4,7,1,191337.v03,,1,0,0, , , , , , ,2,0,0,0,0,0,1,0,Guamanian
191335,191335.p02,2,1,2,4,4,2,1,191335.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191339,191339.p02,2,1,2,1,4,8,1,191339.v01,,1,0,0,1,1,18,5, , ,3,0,0,0,0,0,0,1, 
191339,191339.p03,3,2,2,1,4,8,1,191339.v02,,2,1,0,1,1,40,1, , ,3,0,0,0,0,0,0,1, 
191335,191335.p04,4,5,1,1,4,5,1,191335.v03,,1,0,0,1,1,20,7, , ,2,0,0,0,0,1,0,0, 
191333,191333.p02,2,2,1,2,1,5,1,191333.v02,,1,0,0,1,1,1,5,1,35,2,0,0,0,0,1,0,0, 
191334,191334.p01,1,8,1,1,4,8,1,191334.v03,,1,0,1,1,1,23,5, , ,2,0,0,0,0,1,0,0, 
191334,191334.p02,2,1,2,5,4,6,1,191334.v04,,1,0,1,3, , , , , ,2,0,0,0,0,1,0,0, 
191334,191334.p03,3,2,2,1,4,6,1,191334.v04,,3,10,8,1,11,15,5, , ,2,0,0,0,0,1,0,0, 
191517,191517.p01,1,8,2,2,4,6,1,191517.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191517,191517.p02,2,1,1,4,4,6,1,191517.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191336,191336.p01,1,8,2,4,2,7,1,191336.v01,,1,0,0, , , , ,1,24,2,0,0,0,0,1,0,0, 
191332,191332.p03,3,1,1,1,4,1,1, ,,3,5,5,2,3,15,5, , ,1,0,0,0,0,0,0,1, 
191338,191338.p02,2,1,2,1,4,6,1,191338.v02,,1,0,3,1,1,1,5, , ,2,0,0,0,0,1,0,0, 
191332,191332.p04,4,6,1,1,4,2,1, ,,3,0,0,1,3,10,5, , ,1,0,0,0,0,0,0,1, 
191349,191349.p02,2,1,2,4,4,8,1,191349.v02,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191341,191341.p01,1,8,2,1,4,8,1,191341.v02,,2,10,1,1,8,15,5, , ,1,1,0,1,0,1,0,0, 
191355,191355.p01,1,8,2,1,4,5,1,191355.v01,,1,0,0,1,1,10,5, , ,1,0,0,0,0,0,0,1, 
191355,191355.p02,2,1,1,4,4,1,1,191355.v01,,2,0,0, , , , , , ,2,0,0,0,0,0,0,1, 
191342,191342.p01,1,8,2,1,4,5,1,191342.v02,,1,1,2,1,1,10,5, , ,1,0,0,0,0,1,0,0, 
191460,191460.p02,2,1,1,1,4,7,1,191460.v02,,1,0,0,2,1,8,5, , ,2,0,0,0,0,1,0,0, 
191345,191345.p01,1,8,2,4,4,8,1,191345.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191345,191345.p02,2,6,2,5,4,6,1, ,,1,0,0,2,1,5,7, , ,2,0,0,0,0,1,0,0, 
191346,191346.p01,1,8,1,5,4,8,1,191346.v02,,1,0,1,3, , , , , ,2,0,0,0,0,1,0,0, 
191346,191346.p02,2,1,2,1,4,8,1,191346.v03,,1,0,0,1,1,22,5, , ,2,0,1,0,0,0,0,0, 
191350,191350.p01,1,8,2,5,4,2,1,191350.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191344,191344.p02,2,1,2,4,4,6,1,191344.v01,,2,0,0, , , , , , ,2,0,0,0,0,0,0,1, 
191344,191344.p03,3,2,2,4,2,6,1, ,,2,1,1, , , , ,5,1,2,0,0,0,0,0,0,1, 
191351,191351.p01,1,8,1,4,4,7,1,191351.v03,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191344,191344.p04,4,2,1,4,1,4,1, ,,3,4,1, , , , ,5,1,2,0,0,0,0,0,0,1, 
191543,191543.p02,2,1,1,1,4,4,1,191543.v02,,1,0,0,1,1,30,5, , ,2,0,0,0,0,1,0,0, 
191962,191962.p01,1,8,1,4,4,2,1,191962.v01,,1,0,1, , , , , , ,2,0,0,0,0,1,0,0, 
191360,191360.p01,1,8,2,4,4,5,1,191360.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191353,191353.p01,1,8,1,4,4,4,1,191353.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191573,191573.p01,1,8,1,4,4,6,1,191573.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191348,191348.p01,1,8,1,1,4,4,1,191348.v01,,2,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191348,191348.p02,2,1,2,1,4,3,1,191348.v01,,2,0,0,1,5,1.5,5, , ,2,0,0,0,0,1,0,0, 
191359,191359.p01,1,8,1,1,4,6,1,191359.v01,,1,2,0,1,1,20,5, , ,2,0,1,0,0,0,0,0, 
191573,191573.p02,2,1,2,4,4,6,1,191573.v01,,2,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191359,191359.p02,2,1,2,1,4,6,1,191359.v03,,1,0,0,1,1,50,5, , ,2,0,1,0,0,0,0,0, 
191354,191354.p03,3,2,2,1,4,2,1,191354.v03,,1,0,0,1,1,8,5, , ,1,0,0,0,0,0,0,1, 
191354,191354.p04,4,1,2,1,4,2,1,191354.v02,,1,0,0,1,1,5,5, , ,1,0,0,0,0,0,0,1, 
191359,191359.p03,3,2,4,1,2,8,1, ,,3,0,5,1,4,2,4,13,2,2,0,1,0,0,0,0,0, 
191365,191365.p01,1,8,1,5,4,6,1,191365.v01,,1,0,0,3, , , , , ,2,0,0,0,0,1,0,0, 
191359,191359.p04,4,2,4,4,4,1,2, ,, ,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191356,191356.p02,2,6,2,1,4,6,1,191356.v02,,1,0,0,1,1,7,5, , ,2,0,0,0,0,1,0,0, 
191366,191366.p01,1,8,2,4,4,3,1,191366.v01,,1,0,0, , , , , , ,2,0,0,1,0,0,1,0,"Native american, european"
191362,191362.p01,1,8,1,4,4,3,1,191362.v01,,1,0,0, , , , , , ,2,0,1,0,0,0,0,0, 
191363,191363.p01,1,8,1,4,4,4,1,191363.v02,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191362,191362.p02,2,5,2,1,4,8,1,191362.v02,,1,0,0,2,1,15,5, , ,2,0,1,0,0,0,0,0, 
191381,191381.p01,1,8,1,4,4,7,1,191381.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191381,191381.p02,2,1,1,4,4,6,1,191381.v01,,1,0,0, , , , , , ,2,0,0,0,0,1,0,0, 
191373,191373.p01,1,8,1,4,4,8,1,191373.v01,,2,1,0, , , , , , ,2,0,1,0,0,0,0,0, 
